Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.114	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12740374,rs660240,rs646776,rs12272004,rs6511720,rs2650000	1	GSM816644
-0.406	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs157580,rs1169288,rs12272004,rs2072183,rs8017377,rs6511720,rs9987289,rs514230,rs2650000	2	Lookup
-0.978	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs1800562,rs12272004,rs2902940,rs6511720	3	Lookup
0.013	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs157580,rs1800562,rs2738459,rs1169288,rs12272004,rs3757354,rs6511720	4	Lookup
-0.084	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs157580,rs12740374,rs174570,rs12272004,rs11591147,rs6511720,rs514230	5	Lookup
-1.306	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs157580,rs174570,rs12272004,rs2072183	6	GSM816664
1.183	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2228671,rs174570,rs7412,rs12272004,rs5031002,rs174546,rs6511720,rs4420638	7	GSM736607
-1.341	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs1800562,rs12272004	8	GSM736558,GSM736635
-1.070	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs157580,rs12272004,rs6511720	9	GSM736525
0.328	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs157580,rs12272004,rs174546,rs2954029,rs6511720,rs4420638	10	GSM736512,GSM736561
-0.339	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs157580,rs12740374,rs2228671,rs964184,rs174570,rs10401969,rs12272004,rs6511720	11	GSM816665,GSM736496,GSM736620
0.076	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs157580,rs12740374,rs10401969,rs16996148,rs7412,rs12272004,rs11591147,rs6544713,rs2072183,rs2650000	12	GSM816656
-2.767	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12272004,rs11591147,rs2072183,rs174546	13	GSM816657
0.606	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12740374,rs174570,rs3846663,rs12272004,rs11591147,rs2072183,rs174546	14	GSM816653
-1.246	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2000999,rs11065987,rs2142672,rs12272004,rs2072183,rs514230	15	GSM816658
-1.801	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174570,rs12272004,rs11591147,rs9987289	16	GSM816659
-1.383	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2000999,rs157580,rs16996148,rs12272004,rs6544713,rs9987289	17	GSM816648
1.347	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs157580,rs6589566,rs12740374,rs2228671,rs964184,rs12272004,rs2902940,rs5031002,rs174546,rs6511720	18	GSM736626,GSM736595
1.044	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs3846662,rs157580,rs174570,rs12272004,rs6511720,rs514230,rs2650000,rs4420638	19	GSM736501,GSM736492
