Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
0.329	0.273902837226209	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11249215	1	GSM816644
1.754	0.929905127759073	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11249215,rs2297909,rs378108	2	Lookup
2.840	1.52844866726067	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs11249215,rs2242944,rs378108	3	Lookup
0.232	0.248422621141557	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10865331	4	Lookup
0.108	0.21626245759939	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs378108	5	Lookup
1.353	0.693776135336584	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2297909,rs378108	6	GSM816664
0.448	0.309427948019478	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs378108	7	GSM736607
0.817	0.432506570097861	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs11249215	8	GSM736558,GSM736635
-0.827	4.34294517858653e-11	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig		9	GSM736525
-0.812	4.34295000022386e-11	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig		10	GSM736512,GSM736561
-0.196	0.14428535024662	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs30187	11	GSM816665,GSM736496,GSM736620
-0.101	0.166584509566777	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11616188	12	GSM816656
0.831	0.456568245288437	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11249215,rs30187	13	GSM816657
1.651	0.809061098650215	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs17095830,rs378108	14	GSM816653
-0.077	0.172464944764945	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2297909	15	GSM816658
-1.079	0	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		16	GSM816659
