Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.862	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs4963452,rs4713103,rs10792320,rs174538	1	GSM816644
0.133	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs4985167,rs1109748,rs7435,rs9983044,rs174535,rs174536,rs174538	2	Lookup
-0.017	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs174468,rs1077989,rs174538	3	Lookup
0.879	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1535,rs4985167,rs1109748,rs174468,rs174574,rs174538	4	Lookup
0.882	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs1077989,rs174574,rs197770,rs4963452,rs174538	5	Lookup
0.991	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs1109748,rs174468,rs7435,rs10769780,rs174538	6	GSM816664
0.977	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs174574,rs7435,rs9832727,rs174536,rs174538	7	GSM736607
-0.596	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs4985167,rs174538	8	GSM736558,GSM736635
1.215	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs1321535,rs4985167,rs3798713,rs174574,rs9983044,rs174538	9	GSM736525
-1.602	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs174538	10	GSM736512,GSM736561
1.067	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs1535,rs4985167,rs1109748,rs174468,rs1077989,rs964184,rs2585617,rs174538	11	GSM816665,GSM736496,GSM736620
0.062	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs1109748,rs1077989,rs174536,rs198426,rs174538	12	GSM816656
-0.567	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs1109748,rs198426,rs10792320,rs174538	13	GSM816657
-0.583	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7435,rs2585617,rs174538	14	GSM816653
-0.333	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs1109748,rs2236212,rs198426,rs174538	15	GSM816658
-0.300	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs4985167,rs1109748,rs174538	16	GSM816659
-0.431	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs4985167,rs7435,rs174550,rs174538	17	GSM816648
1.050	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs4985167,rs174547,rs1109748,rs964184,rs9832727,rs174538	18	GSM736626,GSM736595
-0.466	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs174574,rs9983044,rs174538	19	GSM736501,GSM736492
0.661	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs174448,rs174547,rs1109748,rs174468,rs1077989,rs2585617,rs9832727,rs174538	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.820	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs1535,rs1109748,rs964184,rs174536,rs174538	21	GSM736604,GSM736529
0.222	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs174468,rs1077989,rs2585617,rs9983044,rs174538	22	GSM736592,GSM1024760
-0.218	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs9983044,rs174538	23	GSM736502,GSM1024792
0.861	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs4963452,rs4713103,rs10792320,rs174538	24	GSM736583,GSM736505
1.551	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1535,rs1109748,rs4963452,rs4713103,rs10792320,rs174538	25	GSM816638
1.273	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs1535,rs1109748,rs4713103,rs174535,rs10792320,rs174538	26	GSM736509,GSM736554
0.241	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs174574,rs10792320,rs174538	27	GSM1024745,GSM1024747
-0.095	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs3798713,rs10792320,rs174538	28	GSM736609,GSM736523
-0.517	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs174448,rs10792320,rs174538	29	GSM736571,GSM736521
-0.324	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs10792320,rs174538	30	GSM736599,GSM736591
-0.131	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs10792320,rs174538	31	GSM736577,GSM736573
0.501	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs174448,rs1109748,rs10792320,rs174538	32	GSM736611,GSM736624
-0.352	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs10792320,rs174538	33	GSM736542,GSM736511
-0.187	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs10792320,rs174538	34	GSM736507,GSM736627
-1.030	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs10792320,rs174538	35	GSM1024763
0.282	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs4713103,rs10792320,rs174538	36	GSM736555,GSM736614
0.072	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs174468,rs1077989,rs2585617,rs10792320,rs174538	37	GSM816646,GSM736575,GSM736533
2.879	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1535,rs174448,rs4985167,rs1109748,rs174468,rs174574,rs197770,rs4713103,rs7435,rs102275,rs12587311,rs174535,rs10792320,rs174538	38	Lookup
-0.848	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs174538	39	Lookup
0.339	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174448,rs1109748,rs4963452,rs4500751,rs10792320,rs174538	40	GSM816668
1.508	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1535,rs174448,rs1109748,rs174468,rs174574,rs4963452,rs7435,rs174536,rs10792320,rs174538	41	GSM816636
1.933	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs1535,rs2521572,rs4963452,rs603424,rs17718828,rs174538	42	GSM736522,GSM736570
-0.784	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs174538	43	GSM1008585
0.676	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs4963452,rs4713103,rs174535,rs10792320,rs174538	44	GSM736594,GSM736535
0.441	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs174468,rs1077989,rs4963452,rs2585617,rs10792320,rs174538	45	GSM816669,GSM736634,GSM736552
0.718	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs1109748,rs4713103,rs10792320,rs174538	46	GSM736628,GSM736541
0.397	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs1535,rs1109748,rs174468,rs1077989,rs4963452,rs2585617,rs174538	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.039	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1535,rs174448,rs174574,rs4963452,rs7435,rs1692120,rs174538	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
