Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.227	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980	1	GSM816644
-0.414	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2412980	2	Lookup
2.923	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980,rs4904947	3	Lookup
1.106	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs7111546,rs4904947	4	Lookup
1.092	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980	5	Lookup
-1.147	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		6	GSM816664
2.297	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs815815,rs2412980	7	GSM736607
1.721	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs7111546,rs2412980	8	GSM736558,GSM736635
0.987	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546	9	GSM736525
1.155	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546	10	GSM736512,GSM736561
0.967	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs926392	11	GSM816665,GSM736496,GSM736620
-0.255	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312	12	GSM816656
0.429	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs4904947	13	GSM816657
0.061	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312	14	GSM816653
-0.294	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312	15	GSM816658
2.353	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs11676855,rs4904947	16	GSM816659
-1.453	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		17	GSM816648
1.889	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs815815,rs2412980	18	GSM736626,GSM736595
-0.157	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs2439312	19	GSM736501,GSM736492
0.895	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs926392	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
1.197	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980	21	GSM736604,GSM736529
1.343	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs926392	22	GSM736592,GSM1024760
2.467	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs6560517	23	GSM736502,GSM1024792
2.393	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs1452093	24	GSM736583,GSM736505
1.800	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs1452093	25	GSM816638
1.457	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs1452093	26	GSM736509,GSM736554
3.916	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980,rs11676855	27	GSM1024745,GSM1024747
3.869	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980,rs1452093	28	GSM736609,GSM736523
2.937	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs7243299,rs2439312,rs7111546,rs2412980	29	GSM736571,GSM736521
1.597	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546	30	GSM736599,GSM736591
2.066	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980	31	GSM736577,GSM736573
2.412	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980	32	GSM736611,GSM736624
2.229	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980	33	GSM736542,GSM736511
2.266	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs7243299,rs2439312,rs7111546	34	GSM736507,GSM736627
2.131	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs7111546,rs2412980	35	GSM1024763
3.935	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs7243299,rs2439312,rs7111546,rs2412980,rs1452093	36	GSM736555,GSM736614
2.451	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs7243299,rs2439312,rs7111546,rs2412980,rs926392	37	GSM816646,GSM736575,GSM736533
0.818	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs11676855	38	Lookup
0.203	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs2439312	39	Lookup
-0.354	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312	40	GSM816668
2.790	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7243299,rs2439312,rs6546886,rs2412980,rs926392	41	GSM816636
1.902	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs9921518	42	GSM736522,GSM736570
3.009	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs815815	43	GSM1008585
2.681	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs6560517,rs1452093	44	GSM736594,GSM736535
0.932	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs926392	45	GSM816669,GSM736634,GSM736552
1.100	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980	46	GSM736628,GSM736541
1.006	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs2439312,rs2412980,rs926392	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
-0.181	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs926392	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
-0.240	T-47D	Breast	wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2439312	49	GSM816673,GSM1008576,GSM1024762,GSM1024761
