Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.351	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs35675666,rs7134599,rs6017342,rs4722672,rs1317209,rs3024505,rs6451493,rs3806308	1	GSM816644
2.520	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs2836878,rs2297441,rs11676348,rs7524102,rs4722672,rs9822268,rs907611,rs16940202,rs2838519,rs13003464,rs3024505,rs6451493,rs3806308,rs6584283,rs4728142,rs11190140,rs5771069	2	Lookup
1.843	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs35675666,rs3024493,rs2836878,rs10781499,rs2297441,rs4722672,rs907611,rs3024505,rs6451493,rs734999,rs4077515,rs6584283,rs4728142	3	Lookup
3.373	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs10800309,rs35675666,rs3024493,rs11584383,rs1126510,rs2297441,rs941823,rs9847710,rs4722672,rs907611,rs3024505,rs6451493,rs734999,rs6584283,rs4728142,rs11190140	4	Lookup
2.209	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs8067378,rs17085007,rs2297441,rs4676406,rs907611,rs1297265,rs3024505,rs6451493,rs734999,rs6584283,rs4728142,rs11190140	5	Lookup
1.455	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs2297441,rs6426833,rs907611,rs1297265,rs3024505,rs3806308,rs6584283,rs11190140,rs5771069	6	GSM816664
-0.306	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs35675666,rs1126510,rs943072,rs9822268,rs3024505,rs734999	7	GSM736607
1.916	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs4781011,rs2297441,rs907611,rs3024505,rs734999,rs6584283,rs4728142	8	GSM736558,GSM736635
2.239	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs7134599,rs6017342,rs1126510,rs4781011,rs907611,rs3024505,rs734999,rs4728142	9	GSM736525
1.616	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs1126510,rs4781011,rs3774959,rs7210086,rs907611,rs3024505,rs4728142	10	GSM736512,GSM736561
0.988	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs254560,rs1126510,rs4781011,rs2836878,rs7210086,rs907611,rs3024505,rs734999,rs4728142,rs11190140,rs5771069	11	GSM816665,GSM736496,GSM736620
1.247	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs1126510,rs4781011,rs2836878,rs4957048,rs2297441,rs907611,rs16940202,rs3024505,rs3806308,rs6584283,rs11190140,rs5771069,rs9858542	12	GSM816656
0.862	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs254560,rs1126510,rs2305480,rs2836878,rs4957048,rs9822268,rs907611,rs16940202,rs3024505,rs3806308,rs6584283,rs4728142,rs11190140	13	GSM816657
5.000	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs8067378,rs28374715,rs4781011,rs2836878,rs3774959,rs4676406,rs4722672,rs9822268,rs907611,rs2838519,rs1317209,rs3024505,rs6584283,rs4728142,rs5771069,rs798502	14	GSM816653
2.064	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11150589,rs35675666,rs3024493,rs1126510,rs4781011,rs2305480,rs2836878,rs2297441,rs3774959,rs943072,rs907611,rs2838519,rs3024505,rs3806308,rs6584283,rs5771069,rs9858542	15	GSM816658
