Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
0.342	0.323111311444438	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs4819388,rs653178	1	GSM816644
0.182	0.278652133677872	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1250552,rs13003464,rs1738074	2	Lookup
1.069	0.620821094734475	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs12928822,rs13098911,rs1738074	3	Lookup
1.766	0.98485707915054	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10806425,rs12928822,rs1738074,rs4819388	4	Lookup
4.693	3.40113587726327	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs10806425,rs12928822,rs13015714,rs13098911,rs13314993,rs17035378,rs1738074,rs1893217	5	Lookup
0.935	0.563176531419471	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10806425,rs12928822,rs1738074	6	GSM816664
1.407	0.76081294184816	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs12928822,rs17035378,rs1738074	7	GSM736607
1.783	0.91994966712627	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs12928822,rs17035378,rs1738074	8	GSM736558,GSM736635
3.133	1.89903055542068	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs12928822,rs13314993,rs17035378,rs1738074,rs653178	9	GSM736525
4.621	3.25529475023637	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs11712165,rs12928822,rs13314993,rs17035378,rs1738074,rs3748816,rs653178	10	GSM736512,GSM736561
3.236	2.06678997972965	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs11712165,rs1250552,rs12928822,rs13314993,rs17035378,rs1738074,rs4819388	11	GSM816665,GSM736496,GSM736620
0.427	0.355439078833575	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1250552,rs12928822,rs3748816	12	GSM816656
