Zscore	Cell	Tissue	File	SNPs	Number	Accession
2.086	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10746514,rs2954038,rs646776,rs6658356,rs13279522	1	GSM816644
-1.500	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6658356	2	Lookup
-0.543	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs17540621	3	Lookup
-0.768	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1535	4	Lookup
-0.740	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs17540621	5	Lookup
0.224	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs17540621,rs2954038,rs6070116	6	GSM816664
0.526	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs174583,rs17540621	7	GSM736607
1.181	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs174583,rs10950821,rs6070116	8	GSM736558,GSM736635
0.396	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs17540621,rs6070116	9	GSM736525
0.285	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs17540621,rs6070116	10	GSM736512,GSM736561
-0.158	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs1535,rs17540621,rs6070116	11	GSM816665,GSM736496,GSM736620
0.361	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs174583,rs17540621,rs6658356,rs6070116	12	GSM816656
1.296	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6588480,rs11641231,rs8014194,rs17540621,rs2954038,rs6070116	13	GSM816657
-1.477	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		14	GSM816653
0.000	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6588480,rs8014194,rs17540621	15	GSM816658
-1.763	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		16	GSM816659
-0.803	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs17540621,rs6070116	17	GSM816648
0.246	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs17540621,rs2954038	18	GSM736626,GSM736595
