Zscore	Cell	Tissue	File	SNPs	Number	Accession
2.180	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs478607,rs7193778,rs653178,rs12498742,rs4760636,rs4970988,rs606458,rs6598541,rs17632159	1	GSM816644
0.340	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs4149178,rs11264341,rs7953704,rs780093,rs2195525,rs4760636,rs4970988,rs606458,rs7442295,rs17632159	2	Lookup
1.438	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs11264341,rs780093,rs7193778,rs2195525,rs1035942,rs4760636,rs2079742,rs4970988,rs606458,rs6598541	3	Lookup
0.480	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs737267,rs478607,rs2195525,rs1035942,rs4760636,rs4970988,rs606458	4	Lookup
0.417	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs2195525,rs4760636,rs4970988,rs606458,rs6598541,rs17632159	5	Lookup
-0.471	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs1260326,rs780093,rs4760636,rs4970988,rs606458	6	GSM816664
2.671	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs11264341,rs3741414,rs4760636,rs4970988,rs606458,rs493573,rs6598541,rs729761,rs17632159	7	GSM736607
0.200	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs1035942,rs4760636,rs4970988,rs606458	8	GSM736558,GSM736635
0.398	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs653178,rs1035942,rs4760636,rs4970988,rs606458	9	GSM736525
1.687	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs7193778,rs653178,rs1035942,rs4760636,rs17050272,rs4970988,rs606458,rs17632159	10	GSM736512,GSM736561
-0.079	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs478607,rs7193778,rs4760636,rs606458,rs1967017,rs17632159	11	GSM816665,GSM736496,GSM736620
1.084	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs1260326,rs2244608,rs11264341,rs7953704,rs675209,rs1178977,rs4760636,rs4970988,rs606458,rs493573,rs17632159	12	GSM816656
1.034	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs1260326,rs7953704,rs780093,rs7193778,rs642803,rs1178977,rs16890979,rs1035942,rs4760636,rs10480300,rs606458,rs17632159	13	GSM816657
0.683	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1171614,rs2078267,rs1260326,rs4149178,rs4760636,rs4970988,rs606458,rs493573	14	GSM816653
