Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
-0.215	0.145993706588088	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16948048	1	GSM816644
0.642	0.428232333890395	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1378942,rs2932538,rs6495122	2	Lookup
1.700	0.882099058385712	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs13082711,rs2932538,rs6495122	3	Lookup
2.318	1.29035244082039	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1378942,rs16948048,rs2521501,rs2932538	4	Lookup
1.314	0.720550696573567	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs16948048,rs2932538,rs6495122	5	Lookup
-1.353	0	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		6	GSM816664
0.857	0.50071357208603	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2932538,rs3184504	7	GSM736607
0.093	0.216588804106043	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2932538	8	GSM736558,GSM736635
0.763	0.468511299690598	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs2932538,rs3184504	9	GSM736525
0.741	0.443645578570732	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs1378942,rs2932538	10	GSM736512,GSM736561
1.395	0.792326412986156	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs16948048,rs2932538,rs3184504,rs6495122	11	GSM816665,GSM736496,GSM736620
-0.705	0.0678878174413823	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16948048	12	GSM816656
-1.560	4.34295000022386e-11	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		13	GSM816657
0.715	0.44231557462054	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16948048,rs6495122	14	GSM816653
0.910	0.540759721427114	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16948048,rs2932538,rs6495122	15	GSM816658
0.339	0.313288393345801	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16948048,rs6495122	16	GSM816659
-0.830	0.0518458968718855	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6495122	17	GSM816648
2.390	1.32907155418766	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs1378942,rs16948048,rs2932538,rs3184504	18	GSM736626,GSM736595
1.549	0.823276689979643	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs1378942,rs1530440,rs2932538	19	GSM736501,GSM736492
1.096	0.643179588494562	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs1530440,rs16948048,rs2932538,rs6495122	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.766	0.46804108873571	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs2932538,rs6495122	21	GSM736604,GSM736529
1.586	0.875227500570193	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs16948048,rs2932538,rs3184504,rs6495122	22	GSM736592,GSM1024760
1.115	0.597037064642719	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs1378942,rs2932538	23	GSM736502,GSM1024792
0.741	0.458190298441504	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs1173771,rs2932538	24	GSM736583,GSM736505
