Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.645	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs878131,rs2613514,rs9420790,rs17133858	1	GSM816644
-1.285	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs9420790	2	Lookup
1.093	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2613514,rs6928289,rs11648716,rs17133858	3	Lookup
-0.945	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs2613514	4	Lookup
-0.483	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs6928289	5	Lookup
-0.485	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs12127679	6	GSM816664
0.015	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs6928289,rs17133858	7	GSM736607
1.326	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs17560407,rs11785622	8	GSM736558,GSM736635
0.656	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs17560407,rs2613514	9	GSM736525
-0.170	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs17560407	10	GSM736512,GSM736561
0.087	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs2613514,rs7203315,rs11648716	11	GSM816665,GSM736496,GSM736620
-0.117	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11599315,rs2613514,rs17133858	12	GSM816656
-0.834	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2613514,rs17133858	13	GSM816657
1.159	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs12127679,rs12904863,rs17133858	14	GSM816653
-0.130	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs12303914,rs2613514	15	GSM816658
0.168	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs12303914,rs2613514	16	GSM816659
-1.499	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs17133858	17	GSM816648
-1.560	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig		18	GSM736626,GSM736595
-0.366	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs9420790,rs6928289	19	GSM736501,GSM736492
-0.356	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs17560407,rs2613514,rs11785622	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
1.234	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs13402330,rs6928289,rs17133858,rs2116940	21	GSM736604,GSM736529
-0.208	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs12303914,rs2613514	22	GSM736592,GSM1024760
-0.609	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs11216831	23	GSM736502,GSM1024792
-0.959	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs12904863	24	GSM736583,GSM736505
-1.613	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		25	GSM816638
1.086	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs12904863,rs12455924,rs6928289,rs2099077	26	GSM736509,GSM736554
1.265	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863,rs12455924,rs17133858	27	GSM1024745,GSM1024747
1.050	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863,rs12455924,rs17133858	28	GSM736609,GSM736523
0.541	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863,rs12455924,rs17133858	29	GSM736571,GSM736521
0.925	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs12455924,rs17133858	30	GSM736599,GSM736591
1.226	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863,rs12455924,rs17133858	31	GSM736577,GSM736573
0.569	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs12455924,rs17133858	32	GSM736611,GSM736624
0.789	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863,rs12455924,rs6928289	33	GSM736542,GSM736511
1.919	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs17560407,rs12904863,rs12455924,rs17133858	34	GSM736507,GSM736627
0.287	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12455924,rs17133858	35	GSM1024763
-1.809	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig		36	GSM736555,GSM736614
-0.235	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12303914,rs2613514,rs12455924	37	GSM816646,GSM736575,GSM736533
-1.005	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs12498735,rs17133858	38	Lookup
-1.053	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs17133858	39	Lookup
-1.277	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11648716	40	GSM816668
0.052	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1669070,rs2613514,rs9420790,rs12498735,rs2116940	41	GSM816636
-1.020	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs12279250	42	GSM736522,GSM736570
-1.062	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig		43	GSM1008585
-0.748	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs2099077	44	GSM736594,GSM736535
0.479	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12303914,rs2613514,rs890749,rs12904863	45	GSM816669,GSM736634,GSM736552
0.689	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs6928289,rs2116940	46	GSM736628,GSM736541
-1.178	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs2613514	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
-0.007	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs12904863,rs17133858	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
-0.617	T-47D	Breast	wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2686586,rs17560407	49	GSM816673,GSM1008576,GSM1024762,GSM1024761
0.031	HAc	Cerebellar	HAc-DS14765.twopass.merge150.wgt10.zgt2.wig	rs12455924,rs6928289,rs2099077	50	GSM736586,GSM736538
-1.376	HeLa-S3	Cervix	Hela-all.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs2613514	51	GSM816633,GSM816643,GSM736564,GSM736510
-0.357	HeLa-S3	Cervix	wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs878131,rs2613514	52	GSM816633,GSM816643,GSM736564,GSM736510
-0.406	Caco-2	Colon	CACO2-DS8235.twopass.merge150.wgt10.zgt2.wig	rs2944755	53	GSM736500,GSM736587
-0.715	HCT-116	Colon	HCT116-DS13551.twopass.merge150.wgt10.zgt2.wig	rs2613514	54	GSM736600,GSM736493
-0.951	HVMF	Connective	HVMF-DS13981.twopass.merge150.wgt10.zgt2.wig	rs12904863	55	GSM736534,GSM736491
-0.142	WI-38	Embryonic lung	WI_38-DS14315.twopass.merge150.wgt10.zgt2.wig	rs12455924,rs6928289	56	GSM736613,GSM736526,GSM736613,GSM736526
-0.197	WI-38	Embryonic lung	WI_38_TAM-DS14323.twopass.merge150.wgt10.zgt2.wig	rs11785622,rs12455924,rs2274788	57	GSM736613,GSM736526,GSM736613,GSM736526
1.194	A549	Epithelium	A549-all.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs12303914,rs2613514,rs7964748,rs12904863,rs6928289	58	GSM816649,GSM736580,GSM736506
-1.055	HAEpiC	Epithelium	HAEpiC-DS12663.twopass.merge150.wgt10.zgt2.wig	rs6928289	59	GSM736631,GSM736606
-0.441	HCPEpiC	Epithelium	HCPEpiC-DS12447.twopass.merge150.wgt10.zgt2.wig	rs6928289,rs2099077	60	GSM736569,GSM736597
-0.441	HEEpiC	Epithelium	HEEpiC-DS12763.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863	61	GSM736585,GSM736532
-1.215	HIPEpiC	Epithelium	HIPEpiC-DS12684.twopass.merge150.wgt10.zgt2.wig	rs6928289	62	GSM736589,GSM736615
-1.201	HNPCEpiC	Epithelium	HNPCEpiC-DS12467.twopass.merge150.wgt10.zgt2.wig	rs6928289	63	GSM736621,GSM736550
-0.995	HPdLF	Epithelium	HPdLF-DS13573.twopass.merge150.wgt10.zgt2.wig	rs1559759	64	GSM736632,GSM736528
0.289	HRCEpiC	Epithelium	HRCE-DS10666.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs6928289,rs2099077	65	GSM736549,GSM736557
-0.324	HRE	Epithelium	HRE-DS10641.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs2099077	66	GSM736527,GSM736548
0.095	HRPEpiC	Epithelium	HRPEpiC-DS12583.twopass.merge150.wgt10.zgt2.wig	rs878131,rs12904863,rs2099077	67	GSM736630,GSM736623
0.493	pHTE	Epithelium	wgEncodeOpenChromDnasePhteAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs10985375,rs2613514,rs12904863,rs17133858	68	GSM816647
0.158	RPTEC	Epithelium	RPTEC-DS14061.twopass.merge150.wgt10.zgt2.wig	rs6928289,rs11648716,rs2099077	69	GSM736543,GSM736539
0.355	SAEC	Epithelium	SAEC-DS10518.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs1559759,rs12904863	70	GSM736608,GSM736617
-0.654	HESC	ES Cell	HESC-all.twopass.merge150.wgt10.zgt2.wig	rs2944755,rs12303914,rs2613514	71	Lookup
-0.175	hESCT0	ES Cell	hESCT0-DS11909.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs890749,rs17133858	72	Lookup
-1.792	H9ES	ES Cell	wgEncodeOpenChromDnaseH9esAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		73	GSM816629
-1.545	HConF	Eye	HConF-DS11642.twopass.merge150.wgt10.zgt2.wig		74	GSM736547,GSM736515
-1.189	WERI-Rb-1	Eye	WERI_Rb1-DS13681.twopass.merge150.wgt10.zgt2.wig	rs2613514	75	GSM736495,GSM736636
-0.488	Chorion	Fetal membrane	wgEncodeOpenChromDnaseChorionAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2613514,rs11077614,rs12904863	76	GSM816628
-0.497	HFF	Foreskin	HFF-DS15115.twopass.merge150.wgt10.zgt2.wig	rs6928289,rs2099077	77	GSM736602,GSM736572
-0.581	HFF-Myc	Foreskin	HFF_MyC-DS15079.twopass.merge150.wgt10.zgt2.wig	rs6928289,rs2099077	78	GSM736524,GSM736605
-1.443	AG09319	Gingival	AG09319-DS12291.twopass.merge150.wgt10.zgt2.wig		79	GSM736531,GSM736619
-1.519	HGF	Gingival	HGF-DS11752.twopass.merge150.wgt10.zgt2.wig		80	GSM736579,GSM736576
0.462	HCFaa	Heart	HCFaa-DS13480.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs17560407,rs2099077,rs2274788	81	GSM736494,GSM736601
-1.619	HCF	Heart	HCF-DS12501.twopass.merge150.wgt10.zgt2.wig		82	GSM736568,GSM736540
0.325	HCM	Heart	HCM-DS12599.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs6928289,rs17133858	83	GSM736516,GSM736504
-1.588	iPS	IPS	wgEncodeOpenChromDnaseIpsAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11648716	84	GSM816642
0.138	HRGEC	Kidney	HRGEC-DS13716.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863,rs17133858	85	GSM736499,GSM736618
-0.482	8988T	Liver	wgEncodeOpenChromDnase8988tAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs2613514,rs427576	86	GSM816667
0.148	Hepatocytes	Liver	wgEncodeOpenChromDnaseHepatocytesAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs17560407,rs17133858,rs2116940	87	GSM816663
-0.194	HepG2	Liver	HepG2-all.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs2613514,rs6928289	88	GSM816662,GSM736637,GSM736639
-0.868	Huh-7.5	Liver	wgEncodeOpenChromDnaseHuh75AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11599315,rs17133858	89	GSM816671
0.754	Huh-7	Liver	wgEncodeOpenChromDnaseHuh7AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs2613514,rs6928289,rs17133858	90	GSM816641
-0.060	Stellate	Liver	wgEncodeOpenChromDnaseStellateAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs11648716,rs17133858	91	GSM816672
0.024	AG04450	Lung	AG04450-DS12270.twopass.merge150.wgt10.zgt2.wig	rs12455924,rs6928289	92	GSM736514,GSM736563
0.842	HPF	Lung	HPF-DS13390.twopass.merge150.wgt10.zgt2.wig	rs7077606,rs6928289,rs17133858	93	GSM736574,GSM736503
-1.127	NHLF	Lung	NHLF-DS12829.twopass.merge150.wgt10.zgt2.wig	rs2099077	94	GSM736612,GSM736536
-1.067	E_myoblast	Muscle	E_myoblast_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs878131	95	Lookup
-0.608	HSMM	Muscle	HSMM-all.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs12303914,rs2613514,rs11077614	96	GSM816650,GSM736560,GSM736553
-0.530	HSMM	Muscle	HSMM_D-all.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs12303914,rs2613514,rs427576	97	GSM816650,GSM736560,GSM736553
-0.920	SKMC	Muscle	SkMC-DS11949.twopass.merge150.wgt10.zgt2.wig	rs6928289	98	Lookup
-1.473	Myometr	Myometrium	wgEncodeOpenChromDnaseMyometrAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11216831	99	GSM816630
-0.980	NH-A	Nervous	NHA-DS12800.twopass.merge150.wgt10.zgt2.wig	rs2099077	100	GSM736544,GSM736584
-1.101	PANC-1	Pancreas	PANC1-DS9955.twopass.merge150.wgt10.zgt2.wig	rs12904863	101	GSM736517,GSM736519
-0.290	PanIsletD	Pancreas	wgEncodeOpenChromDnasePanisdAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2613514,rs12127679,rs12904863	102	GSM816666
0.247	PanIslets	Pancreas	wgEncodeOpenChromDnasePanisletsAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs2944755,rs11599315,rs17133858	103	GSM816660
-0.321	HPDE6-E6E7	Pancreatic duct	wgEncodeOpenChromDnaseHpde6e6e7AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs10985375	104	GSM816639
-0.129	LNCaP	Prostate	LNCap-all.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs12303914,rs2613514,rs1551678	105	GSM816637,GSM816634,GSM736565,GSM736603
-0.604	LNCaP	Prostate	wgEncodeOpenChromDnaseLncapAndroAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs1551678	106	GSM816637,GSM816634,GSM736565,GSM736603
-0.290	PrEC	Prostate	PrEC-DS12098.hg19.twopass.merge150.wgt10.zgt2.wig	rs11216831,rs12904863	107	GSM1024742,GSM1024743
0.521	RWPE1	Prostate	RWPE_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs12904863,rs11648716	108	GSM1008595
-0.805	AG04449	Skin	AG04449-DS12319.twopass.merge150.wgt10.zgt2.wig	rs1559759	109	GSM736562,GSM736590
-1.489	AG09309	Skin	AG09309-DS12352.twopass.merge150.wgt10.zgt2.wig		110	GSM736551,GSM736616
-0.719	AG10803	Skin	AG10803-DS12384.twopass.merge150.wgt10.zgt2.wig	rs1559759	111	GSM736598,GSM736633
-0.871	BJ	Skin	BJ-DS10081.twopass.merge150.wgt10.zgt2.wig	rs2099077	112	GSM736518,GSM736596
-1.133	Fibrobl	Skin	wgEncodeOpenChromDnaseFibroblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs2613514	113	GSM816652
-0.160	FibroP	Skin	wgEncodeOpenChromDnaseFibropAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2613514,rs12904863,rs17133858,rs2274788	114	GSM816626
-0.438	Melano	Skin	wgEncodeOpenChromDnaseMelanoAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2686586,rs2613514,rs17133858,rs2116940	115	GSM816631
-0.450	NHDF-Ad	Skin	NHDF_Ad-DS12863.twopass.merge150.wgt10.zgt2.wig	rs1559759,rs6928289	116	GSM736567,GSM736520
-0.998	NHDF-neo	Skin	NHDF_Neo-DS11923.twopass.merge150.wgt10.zgt2.wig	rs6928289	117	GSM736498,GSM736546
-0.161	NHEK	Skin	NHEK-all.twopass.merge150.wgt10.zgt2.wig	rs12303914,rs2613514,rs12904863,rs7965364	118	GSM816635,GSM736545,GSM736556
-1.741	ProgFib	Skin	wgEncodeOpenChromDnaseProgfibAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10985375	119	GSM816661
-0.591	HA-sp	Spinal cord	HAsp-DS14790.twopass.merge150.wgt10.zgt2.wig	rs11785622,rs6928289,rs2274788	120	GSM736537,GSM736625
0.043	NT2-D1	Testis	NT2_D1-DS14575.hg19.twopass.merge150.wgt10.zgt2.wig	rs10985375,rs890749,rs17133858	121	GSM1024751,GSM1024795
1.272	Urothelia	Urothelium	wgEncodeOpenChromDnaseUrotsaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs878131,rs12127679,rs12904863,rs12455924,rs17133858	122	GSM1008606,GSM1008605
-0.765	Urothelia	Urothelium	wgEncodeOpenChromDnaseUrotsaUt189AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12904863,rs12455924	123	GSM1008606,GSM1008605
-0.971	Ishikawa	Uterus	Ishikawa_E_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2099077	124	GSM1008594,GSM1008593
-1.865	Ishikawa	Uterus	Ishikawa_T_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig		125	GSM1008594,GSM1008593
