Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.976	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs835367,rs10012953,rs641862,rs13403276,rs11658587,rs6662617,rs6025590,rs17011478,rs28362944,rs7124676,rs7459527,rs57960711,rs11006263,rs333119,rs11539570,rs17614462,rs7726839,rs12428086,rs987052,rs1106693,rs1893154,rs2078087,rs13100723,rs1044826,rs685001,rs2041278,rs17064002,rs6584202,rs205391,rs77443149,rs35694355,rs359980,rs2306658,rs1397615,rs17102423,rs12827476,rs10125337,rs2281636,rs1061955,rs3783637,rs954108,rs621636,rs6050469,rs11213935,rs10849441,rs405460,rs12767760,rs1560104,rs16976587,rs2230245,rs3733418,rs6708331,rs1374313	1	GSM816644
3.773	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs478881,rs1144713,rs311904,rs835367,rs641862,rs10906142,rs61743561,rs4958456,rs8027587,rs11658587,rs6025590,rs10865541,rs4252023,rs912062,rs28362944,rs7124676,rs7459527,rs62296075,rs12322695,rs6588505,rs17612678,rs57960711,rs131788,rs739310,rs11539570,rs10408126,rs7726839,rs979455,rs987052,rs745580,rs1893154,rs61744862,rs13100723,rs73175262,rs3919627,rs11264330,rs2041278,rs1701930,rs894157,rs17064002,rs7786808,rs4083242,rs2071748,rs77443149,rs12978500,rs12104221,rs1566080,rs701428,rs220299,rs3824789,rs2306658,rs4072286,rs1448190,rs1397615,rs2851391,rs11126185,rs11627075,rs245914,rs58603829,rs10425935,rs2281636,rs2005,rs1443438,rs254262,rs10207060,rs7494064,rs3783637,rs2114646,rs10232743,rs73004856,rs2296743,rs11213935,rs10849441,rs2521263,rs4770049,rs516246,rs16976587,rs333960,rs77708442,rs17104363,rs11624164,rs1011397,rs737008,rs3818638,rs10830963,rs2042415,rs8115222,rs8103033,rs3733418,rs6708331,rs12760731,rs3753573,rs1535454,rs1374313,rs16912238,rs10185142,rs10946292	2	Lookup
2.155	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs835367,rs641862,rs1043274,rs13403276,rs11658587,rs2569507,rs6025590,rs28362944,rs57960711,rs131788,rs11539570,rs1053221,rs979455,rs1106693,rs12545109,rs6598955,rs607541,rs2041278,rs10915864,rs17064002,rs6584202,rs2071748,rs77443149,rs1320561,rs2306658,rs1448190,rs1397615,rs3822262,rs11126185,rs10125337,rs245914,rs58603829,rs2281636,rs3741298,rs9378357,rs11155053,rs3783637,rs621636,rs1397142,rs10416963,rs10849441,rs12767760,rs10894147,rs16976587,rs333960,rs6767019,rs6289,rs79509430,rs6972204,rs6708331,rs6759808,rs1374313,rs9900972	3	Lookup
1.493	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs1144713,rs4298948,rs835367,rs11696845,rs8027587,rs13403276,rs11658587,rs2569507,rs6025590,rs57960711,rs10125054,rs7595,rs11539570,rs7195386,rs979455,rs1106693,rs745580,rs17854409,rs10510138,rs1320333,rs6598955,rs607541,rs2041278,rs2071748,rs77443149,rs12327666,rs2306658,rs1397615,rs3822262,rs10125337,rs58603829,rs2281636,rs1443438,rs2315656,rs199307,rs3783637,rs2114646,rs2296743,rs11213935,rs1629826,rs16976587,rs2472476,rs2042415,rs3733418,rs6972204,rs6708331,rs58632700,rs6759808,rs12760731,rs3753573,rs2272306,rs16912238	4	Lookup
1.531	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs3800131,rs835367,rs641862,rs13403276,rs11658587,rs6025590,rs28362944,rs62296075,rs57960711,rs131788,rs333119,rs11539570,rs2457335,rs979455,rs987052,rs1106693,rs1893154,rs1044826,rs11264330,rs2041278,rs17064002,rs2071748,rs17145612,rs359980,rs2306658,rs1397615,rs3822262,rs10125337,rs245914,rs58603829,rs2281636,rs1671400,rs11155053,rs1061955,rs3783637,rs2114646,rs621636,rs2160669,rs73004856,rs2296743,rs13160161,rs11213935,rs10849441,rs6768930,rs12767760,rs1560104,rs16976587,rs3818638,rs3733418,rs2241941,rs6708331,rs6759808,rs12760731,rs3753573,rs16912238	5	Lookup
0.639	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs1795708,rs2551043,rs11887277,rs835367,rs641862,rs61743561,rs1682859,rs8027587,rs11658587,rs6025590,rs75825892,rs28362944,rs57960711,rs131788,rs11539570,rs11863065,rs1106693,rs745580,rs17112901,rs2041278,rs4083242,rs2071748,rs12978500,rs12327666,rs11981919,rs12075,rs1466576,rs2306658,rs1397615,rs13317079,rs17394429,rs12261589,rs10125337,rs2281636,rs1671400,rs2315656,rs3783637,rs2114646,rs2160669,rs11213935,rs2521263,rs16933006,rs1004368,rs420017,rs12767760,rs10039217,rs16976587,rs433755,rs4925325,rs13132688,rs1624802,rs1374313	6	GSM816664
1.105	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs4298948,rs8077577,rs17049741,rs835367,rs641862,rs1043274,rs13403276,rs6662617,rs2569507,rs6025590,rs10865541,rs28362944,rs57960711,rs11539570,rs2457335,rs7726839,rs657152,rs1044826,rs894157,rs12079716,rs12075,rs2306658,rs1397615,rs3822262,rs10125337,rs245914,rs2281636,rs1368578,rs6108038,rs254262,rs1061955,rs2160669,rs10849441,rs12767760,rs10894147,rs10070303,rs16976587,rs6476030,rs11097470,rs10968457,rs6708331,rs12760731,rs3753573	7	GSM736607
1.796	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs4298948,rs8077577,rs835367,rs641862,rs13403276,rs11658587,rs2569507,rs6025590,rs57960711,rs131788,rs10125054,rs11539570,rs1053221,rs979455,rs1106693,rs745580,rs61744862,rs2041278,rs17064002,rs6584202,rs77443149,rs359980,rs2306658,rs1397615,rs11126185,rs10125337,rs58603829,rs2281636,rs1368578,rs3783637,rs2296743,rs6768930,rs1560104,rs16976587,rs8103033,rs3733418,rs6708331,rs6759808,rs12760731,rs3753573	8	GSM736558,GSM736635
-0.137	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs1144713,rs4298948,rs8077577,rs835367,rs641862,rs11658587,rs6025590,rs17041,rs57960711,rs131788,rs10125054,rs11539570,rs979455,rs745580,rs10510138,rs2041278,rs17064002,rs2071748,rs17145612,rs359980,rs2306658,rs1397615,rs2281636,rs1368578,rs724950,rs3783637,rs10849441,rs579342,rs16976587,rs2042415,rs8103033,rs3733418,rs6708331,rs58632700,rs6759808	9	GSM736525
0.211	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs1795708,rs1144713,rs8077577,rs835367,rs641862,rs6662617,rs6025590,rs57960711,rs131788,rs10125054,rs11539570,rs979455,rs1106693,rs745580,rs10510138,rs1044826,rs2041278,rs17064002,rs2071748,rs8033957,rs892295,rs2306658,rs1397615,rs11126185,rs10125337,rs3736757,rs2281636,rs1368578,rs3783637,rs8037818,rs10792665,rs12767760,rs16976587,rs4527026,rs13132688,rs8103033,rs3733418,rs6708331,rs6759808	10	GSM736512,GSM736561
0.959	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs8040868,rs9469457,rs1144713,rs4298948,rs8077577,rs835367,rs641862,rs266590,rs8027587,rs13403276,rs11658587,rs6025590,rs57960711,rs131788,rs10125054,rs11539570,rs8050907,rs979455,rs1106693,rs745580,rs10510138,rs6046346,rs1420956,rs1044826,rs2041278,rs11065028,rs894157,rs17064002,rs2071748,rs12978500,rs2249694,rs220299,rs12075,rs892295,rs1466576,rs2306658,rs1397615,rs2851391,rs11627075,rs10125337,rs58603829,rs13170526,rs2268241,rs2281636,rs1368578,rs17130643,rs4771996,rs10207060,rs3783637,rs7694661,rs10232743,rs1342371,rs10849441,rs2521263,rs6768930,rs12767760,rs892073,rs16976587,rs6733051,rs11624164,rs8103033,rs3733418,rs6972204,rs6708331,rs6759808,rs12760731,rs11069062,rs1374313,rs16912238,rs10185142	11	GSM816665,GSM736496,GSM736620
