Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
0.109	0.280948419344298	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2293152,rs4410871,rs4902647,rs9292777	1	GSM816644
1.742	1.1210928271613	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12368653,rs12466022,rs140522,rs1738074,rs17445836,rs2300603,rs2303759,rs2546890,rs4902647,rs4939490,rs7200786	2	Lookup
3.195	2.39876947757967	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs17445836,rs17824933,rs2546890,rs4902647,rs9282641,rs9292777	3	Lookup
4.928	4.2185728031596	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12368653,rs12466022,rs1335532,rs1738074,rs17445836,rs2300603,rs2303759,rs2546890,rs4902647,rs4939490,rs874628,rs9282641,rs9657904,rs9891119	4	Lookup
3.451	2.5085733909972	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11154801,rs12212193,rs12466022,rs1335532,rs1738074,rs17824933,rs2248359,rs2546890,rs4902647,rs7090512,rs874628,rs9282641,rs9292777	5	Lookup
1.089	0.713562966376501	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs1738074,rs1800693,rs2303759,rs2546890,rs9282641	6	GSM816664
1.919	1.17457536104311	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs1335532,rs1738074,rs17824933,rs4902647,rs874628	7	GSM736607
5.809	5.16957815295961	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs1335532,rs170934,rs1738074,rs17445836,rs2293370,rs2300603,rs2546890,rs4902647,rs874628,rs9282641,rs9292777	8	GSM736558,GSM736635
5.045	4.29014007086603	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10466829,rs1077667,rs12212193,rs12466022,rs1335532,rs1738074,rs2300603,rs2546890,rs4410871,rs4902647,rs874628,rs9282641,rs9657904,rs9891119	9	GSM736525
3.213	2.38112109255969	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10466829,rs1077667,rs12212193,rs1335532,rs1738074,rs2300603,rs4902647,rs874628,rs9282641,rs9292777,rs9891119	10	GSM736512,GSM736561
3.993	3.35831117503672	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10466829,rs1077667,rs12212193,rs12368653,rs12466022,rs1335532,rs140522,rs1738074,rs2293370,rs2300603,rs2546890,rs4410871,rs4648356,rs4902647,rs874628,rs9282641,rs9657904,rs9891119	11	GSM816665,GSM736496,GSM736620
0.556	0.449795516303227	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1250550,rs17445836,rs2546890,rs4902647,rs874628,rs9292777	12	GSM816656
2.621	1.71385889895957	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1250550,rs1738074,rs17445836,rs1800693,rs2283792,rs2293152,rs2300603,rs2546890,rs4902647,rs4939490,rs9657904,rs9891119	13	GSM816657
2.890	2.04239660580646	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11154801,rs12368653,rs12466022,rs1250550,rs1335532,rs1738074,rs17445836,rs2300603,rs9282641,rs9292777,rs9657904	14	GSM816653
1.600	0.97627795973464	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12368653,rs12466022,rs1738074,rs17445836,rs2283792,rs2300603,rs2303759,rs3118470,rs4939490,rs7200786,rs874628	15	GSM816658
0.604	0.468004239649678	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1800693,rs2283792,rs2300603,rs4939490,rs9891119	16	GSM816659
2.826	2.03358010271352	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1738074,rs1800693,rs2283792,rs2300603,rs2303759,rs2546890,rs4648356,rs4902647,rs4939490,rs7090512,rs7200786,rs9891119	17	GSM816648
4.217	3.30164556641834	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs17445836,rs1800693,rs2425752,rs2546890,rs4410871,rs7595037,rs874628,rs9282641,rs9292777	18	GSM736626,GSM736595
3.946	3.17137496440603	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs11154801,rs12212193,rs12368653,rs12466022,rs1738074,rs2546890,rs4410871,rs4902647,rs4939490,rs7090512,rs744166,rs874628,rs9657904	19	GSM736501,GSM736492
2.152	1.42467239364703	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs11154801,rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs17824933,rs2293370,rs2300603,rs2300747,rs4648356,rs4902647,rs874628,rs9891119	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
2.595	1.80430486545373	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs1738074,rs17445836,rs17824933,rs2546890,rs7595037,rs874628,rs9282641	21	GSM736604,GSM736529
4.173	3.36969398862581	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs12722489,rs1323292,rs1335532,rs140522,rs1738074,rs2300603,rs3118470,rs4648356,rs4902647,rs4939490,rs7090512,rs9282641,rs9292777,rs9891119	22	GSM736592,GSM1024760
7.000	6.42759313244194	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs11581062,rs12212193,rs12466022,rs12722489,rs1323292,rs1738074,rs2300603,rs3118470,rs4902647,rs4939490,rs7090512,rs874628,rs9282641,rs9292777,rs9657904	23	GSM736502,GSM1024792
1.520	1.00766118804107	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs12466022,rs2293152,rs2293370,rs4902647,rs744166,rs9292777,rs9657904	24	GSM736583,GSM736505
0.533	0.436200012638396	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2283792,rs2293152,rs4902647,rs9292777,rs9657904	25	GSM816638
-0.409	0.138737328322514	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2293152,rs4902647,rs9292777	26	GSM736509,GSM736554
3.051	2.23215440609016	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs12048904,rs12212193,rs12466022,rs2293152,rs2293370,rs4410871,rs4902647,rs4939490,rs7200786,rs874628,rs9292777	27	GSM1024745,GSM1024747
1.517	0.962276740882823	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs2293152,rs4410871,rs4902647,rs9292777,rs9657904	28	GSM736609,GSM736523
3.067	2.28607323950051	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs12048904,rs12212193,rs12466022,rs140522,rs2293152,rs2293370,rs4410871,rs4613763,rs4902647,rs874628,rs9292777,rs9657904	29	GSM736571,GSM736521
1.023	0.656384240422734	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs2293152,rs4902647,rs9657904	30	GSM736599,GSM736591
1.326	0.848594028190578	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs2293152,rs4902647,rs874628,rs9292777,rs9657904	31	GSM736577,GSM736573
0.475	0.420688381736695	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2293152,rs4902647,rs6718520,rs9657904	32	GSM736611,GSM736624
1.606	1.02857904737388	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1323292,rs2293152,rs2293370,rs4902647,rs9292777,rs9657904	33	GSM736542,GSM736511
1.818	1.17270849524043	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs140522,rs2293152,rs4410871,rs4902647,rs9292777,rs9657904	34	GSM736507,GSM736627
0.933	0.628236849674828	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs2293152,rs7200786,rs874628,rs9292777	35	GSM1024763
2.233	1.54107418460083	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs1077667,rs12212193,rs12466022,rs2293152,rs2293370,rs4902647,rs874628,rs9292777,rs9657904	36	GSM736555,GSM736614
2.074	1.39831836358378	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs12048904,rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs2293152,rs2293370,rs2300603,rs4648356,rs4902647,rs9657904,rs9891119	37	GSM816646,GSM736575,GSM736533
1.616	1.07759637277271	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12368653,rs12466022,rs140522,rs17824933,rs1800693,rs2248359,rs2283792,rs2293152,rs2300603,rs2300747,rs4902647,rs7200786,rs744166,rs874628,rs9292777	38	Lookup
0.178	0.301845819099984	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs4410871,rs744166,rs874628,rs9657904	39	Lookup
1.651	1.11049164098879	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs1250550,rs17445836,rs2293152,rs2300603,rs4902647,rs7200786,rs744166,rs9282641,rs9292777	40	GSM816668
0.380	0.381739548270664	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1250550,rs17824933,rs2283792,rs2303759,rs2546890,rs4902647,rs7200786	41	GSM816636
0.471	0.4024776584068	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs2248359,rs2293152,rs4410871,rs744166	42	GSM736522,GSM736570
-1.659	8.68589517924469e-11	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig		43	GSM1008585
3.236	2.44387704472719	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1250550,rs17824933,rs2019960,rs2293152,rs2293370,rs2425752,rs4902647,rs874628,rs9292777,rs9657904	44	GSM736594,GSM736535
2.867	2.04199842617695	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs2293152,rs2300603,rs4410871,rs4648356,rs4902647,rs7522462,rs874628,rs9292777,rs9657904,rs9891119	45	GSM816669,GSM736634,GSM736552
0.747	0.534486160402239	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2293152,rs4902647,rs9292777,rs9657904	46	GSM736628,GSM736541
2.487	1.76735409497881	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs2150702,rs2248359,rs2300603,rs4648356,rs4902647,rs744166,rs7522462,rs9292777,rs9891119	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.626	1.02818727813241	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs13333054,rs2248359,rs2283792,rs2293152,rs4410871,rs6718520,rs9292777	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.389	0.872707515489863	T-47D	Breast	wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs1738074,rs17445836,rs2293152,rs2546890,rs7200786,rs9657904	49	GSM816673,GSM1008576,GSM1024762,GSM1024761
1.081	0.720999872737854	HAc	Cerebellar	HAc-DS14765.twopass.merge150.wgt10.zgt2.wig	rs12722489,rs2293152,rs2293370,rs4902647,rs874628,rs9292777,rs9657904	50	GSM736586,GSM736538
2.258	1.58680305682792	HeLa-S3	Cervix	Hela-all.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs2248359,rs2293152,rs2300603,rs4648356,rs4902647,rs744166,rs9292777,rs9657904,rs9891119	51	GSM816633,GSM816643,GSM736564,GSM736510
1.072	0.721308071413705	HeLa-S3	Cervix	wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1323292,rs17824933,rs2293152,rs9292777,rs9657904	52	GSM816633,GSM816643,GSM736564,GSM736510
-1.289	0.0299917212738464	Caco-2	Colon	CACO2-DS8235.twopass.merge150.wgt10.zgt2.wig	rs4902647,rs874628	53	GSM736500,GSM736587
2.112	1.33514926734185	HCT-116	Colon	HCT116-DS13551.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs2019960,rs2248359,rs4410871,rs4902647,rs874628	54	GSM736600,GSM736493
1.008	0.692167976182634	HVMF	Connective	HVMF-DS13981.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2293152,rs4902647,rs6897932,rs9292777,rs9657904	55	GSM736534,GSM736491
0.243	0.320089707869024	WI-38	Embryonic lung	WI_38-DS14315.twopass.merge150.wgt10.zgt2.wig	rs2293152,rs4902647,rs9292777,rs9657904	56	GSM736613,GSM736526,GSM736613,GSM736526
0.676	0.515556198666312	WI-38	Embryonic lung	WI_38_TAM-DS14323.twopass.merge150.wgt10.zgt2.wig	rs12466022,rs140522,rs2293152,rs4902647,rs874628,rs9292777,rs9657904	57	GSM736613,GSM736526,GSM736613,GSM736526
3.664	3.03099961541555	A549	Epithelium	A549-all.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12466022,rs1335532,rs140522,rs1738074,rs2248359,rs2293152,rs2300603,rs2303759,rs354033,rs4410871,rs4648356,rs4902647,rs744166,rs9292777,rs9657904,rs9891119	58	GSM816649,GSM736580,GSM736506
0.510	0.429783475319759	HAEpiC	Epithelium	HAEpiC-DS12663.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2293370,rs4902647,rs9292777,rs9657904	59	GSM736631,GSM736606
1.340	0.882887756523329	HCPEpiC	Epithelium	HCPEpiC-DS12447.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs140522,rs1738074,rs2293152,rs4902647,rs9292777,rs9657904	60	GSM736569,GSM736597
3.268	2.40270808355474	HEEpiC	Epithelium	HEEpiC-DS12763.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs12368653,rs12466022,rs2293152,rs2300603,rs2303759,rs4410871,rs4902647,rs874628,rs9292777,rs9891119	61	GSM736585,GSM736532
2.220	1.53716705390921	HIPEpiC	Epithelium	HIPEpiC-DS12684.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs2019960,rs2293152,rs2293370,rs4410871,rs4902647,rs874628,rs9292777,rs9657904	62	GSM736589,GSM736615
1.282	0.83939328467681	HNPCEpiC	Epithelium	HNPCEpiC-DS12467.twopass.merge150.wgt10.zgt2.wig	rs2019960,rs2293152,rs2293370,rs4410871,rs4902647,rs874628,rs9292777	63	GSM736621,GSM736550
1.581	1.03338461458446	HPdLF	Epithelium	HPdLF-DS13573.twopass.merge150.wgt10.zgt2.wig	rs12048904,rs1738074,rs2293152,rs4410871,rs4902647,rs9292777,rs9657904	64	GSM736632,GSM736528
2.082	1.34493512956619	HRCEpiC	Epithelium	HRCE-DS10666.twopass.merge150.wgt10.zgt2.wig	rs12212193,rs140522,rs2293152,rs4410871,rs4902647,rs744166,rs9292777,rs9657904	65	GSM736549,GSM736557
