Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.329	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7144018,rs10509328	1	GSM816644
0.905	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10180663,rs139371	2	Lookup
0.163	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs1449572	3	Lookup
2.592	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs7536700,rs10180663,rs2086824	4	Lookup
1.241	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs7536700,rs12638862	5	Lookup
-0.961	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		6	GSM816664
1.450	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs7536700,rs2086824	7	GSM736607
0.817	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs12638862	8	GSM736558,GSM736635
1.926	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10180663,rs2086824	9	GSM736525
1.470	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10180663,rs139371	10	GSM736512,GSM736561
-0.064	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10180663	11	GSM816665,GSM736496,GSM736620
-1.110	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		12	GSM816656
1.949	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3096299,rs10180663,rs139371	13	GSM816657
0.246	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs8028689	14	GSM816653
2.167	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10180663,rs8028689,rs139371	15	GSM816658
0.129	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs139371	16	GSM816659
-1.182	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		17	GSM816648
1.270	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs1449572,rs2086824	18	GSM736626,GSM736595
1.225	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs12638862,rs2086824	19	GSM736501,GSM736492
-1.128	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig		20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.254	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs2086824	21	GSM736604,GSM736529
-0.117	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs1449572	22	GSM736592,GSM1024760
3.315	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs1449572,rs12638862,rs2086824	23	GSM736502,GSM1024792
0.099	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs1449572	24	GSM736583,GSM736505
0.284	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1449572	25	GSM816638
0.533	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs1449572,rs12638862	26	GSM736509,GSM736554
0.219	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs3096299	27	GSM1024745,GSM1024747
1.274	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs1449572,rs7086888	28	GSM736609,GSM736523
