Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
1.841	1.27316070205592	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs1150781,rs1367226,rs143384,rs16942341,rs17318596,rs1759645,rs2282978,rs2284746,rs237743,rs2597513,rs2665838,rs2871865,rs3110496,rs3760318,rs3792752,rs4075154,rs4605213,rs584438,rs6060369,rs654723,rs7507204,rs7926971	1	GSM816644
2.812	1.9061538803677	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs1043515,rs1046943,rs10946808,rs11082304,rs12680655,rs143384,rs16942341,rs17318596,rs1759645,rs185819,rs2066807,rs2072153,rs2279008,rs2282978,rs2284746,rs2597513,rs2665838,rs2854160,rs2871865,rs3110496,rs3889237,rs422421,rs4605213,rs4640244,rs4711336,rs494459,rs526896,rs5742915,rs584438,rs6060369,rs654723,rs7466269,rs7652177,rs780151,rs7926971,rs862034,rs9360921,rs955748,rs9832740	2	Lookup
2.622	1.89704535744512	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10946808,rs11082671,rs1150781,rs11684404,rs13210323,rs1367226,rs17318596,rs1950500,rs2066807,rs2070776,rs2154319,rs2282978,rs2665838,rs2871865,rs3110496,rs3116602,rs3782089,rs3814333,rs4072910,rs4605213,rs494459,rs584438,rs654723,rs7507204,rs806794	3	Lookup
1.940	1.29403777986954	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10946808,rs1150781,rs11599750,rs11684404,rs12534093,rs12986413,rs1635852,rs1759645,rs2025151,rs2871865,rs3110496,rs3782089,rs3814333,rs3816804,rs4605213,rs473902,rs584438,rs606452,rs6439167,rs6569648,rs6750795,rs7507204,rs806794	4	Lookup
5.137	5.17070266120896	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs1042725,rs1047014,rs10946808,rs11082304,rs1150781,rs12534093,rs13210323,rs1351394,rs1738475,rs1759645,rs17780086,rs2025151,rs2145998,rs2237886,rs2282978,rs2284746,rs2665838,rs2871865,rs3110496,rs3782089,rs3814333,rs3816804,rs4072910,rs4337252,rs4605213,rs4800148,rs494459,rs584438,rs654723,rs6569648,rs678962,rs7507204,rs7571816,rs7916441,rs7926971,rs798544,rs806794,rs9832740	5	Lookup
0.862	0.638962604601555	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs1150781,rs11658329,rs143384,rs1635852,rs17318596,rs1738475,rs1759645,rs185819,rs2025151,rs2070776,rs2284746,rs2336725,rs2665838,rs425277,rs4337252,rs4605213,rs4640244,rs584438,rs6724465,rs6957923,rs7507204	6	GSM816664
2.729	1.99081733623905	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs10838708,rs1150781,rs12198986,rs12694997,rs17318596,rs1759645,rs2066807,rs2145998,rs2247341,rs2282978,rs237743,rs2871865,rs3110496,rs314277,rs3782089,rs3814333,rs4605213,rs4711336,rs473902,rs584438,rs678962,rs7507204,rs806794	7	GSM736607
3.509	2.68301733464127	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10946808,rs1150781,rs11599750,rs12986413,rs1569019,rs1635852,rs2025151,rs2066807,rs2070776,rs2237886,rs2282978,rs2284746,rs237743,rs3110496,rs3782089,rs4605213,rs473902,rs584438,rs6440003,rs6957923,rs7507204,rs806794	8	GSM736558,GSM736635
0.630	0.514402608134063	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10946808,rs1150781,rs11684404,rs1569019,rs1738475,rs2025151,rs2282978,rs2856321,rs3110496,rs4605213,rs473902,rs4800148,rs4986172,rs7507204,rs806794	9	GSM736525
2.351	1.70082455015256	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10946808,rs1150781,rs11684404,rs12694997,rs1569019,rs1759645,rs2025151,rs2066807,rs2279008,rs2282978,rs237743,rs2580816,rs3110496,rs3782089,rs3816804,rs4605213,rs584438,rs654723,rs6662509,rs7507204,rs7926971,rs806794	10	GSM736512,GSM736561
3.711	3.07637735668173	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10838708,rs10946808,rs11082304,rs1150781,rs11684404,rs12470505,rs12534093,rs12986413,rs1351394,rs1390401,rs1569019,rs1635852,rs1759645,rs2025151,rs2070776,rs2247341,rs2282978,rs2284746,rs237743,rs2580816,rs2665838,rs274546,rs2834442,rs3110496,rs3782089,rs3816804,rs4072910,rs4337252,rs4605213,rs4743034,rs4800148,rs4800452,rs4986172,rs654723,rs6879260,rs7507204,rs806794,rs891088,rs9832740,rs9969804	11	GSM816665,GSM736496,GSM736620
1.688	1.08691140975249	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10152591,rs10946808,rs1150781,rs143384,rs1569019,rs16942341,rs17318596,rs1759645,rs2025151,rs2070776,rs2284746,rs2336725,rs2580816,rs2778031,rs2871865,rs3110496,rs3751599,rs4605213,rs4711336,rs4800452,rs494459,rs572169,rs5742915,rs584438,rs6724465,rs6879260,rs7507204,rs7571816,rs7916441,rs798489,rs798544,rs955748,rs9832740	12	GSM816656
