Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.419	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs236114,rs2277339,rs494620	1	GSM816644
1.922	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2151145,rs2277339,rs1172822,rs4843747,rs2307449,rs4906172,rs7333181,rs890835	2	Lookup
-1.429	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2277339	3	Lookup
0.552	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs2277339,rs2303369,rs12461110,rs890835	4	Lookup
0.819	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs1867631,rs2277339,rs11668344,rs4843747,rs890835	5	Lookup
0.716	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2277339,rs11668344,rs2307449,rs890835	6	GSM816664
1.767	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2326679,rs2277339,rs1172822,rs4843747,rs890835	7	GSM736607
0.683	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2277339,rs1172822,rs890835	8	GSM736558,GSM736635
1.300	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs2151145,rs2277339,rs1172822,rs890835	9	GSM736525
1.134	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs2151145,rs2277339,rs1172822,rs890835	10	GSM736512,GSM736561
-0.156	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs2277339,rs1172822,rs7333181,rs890835	11	GSM816665,GSM736496,GSM736620
1.141	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2277339,rs1172822,rs11668344,rs4843747,rs494620,rs890835	12	GSM816656
2.473	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6468442,rs2326679,rs2277339,rs1172822,rs11668344,rs4843747,rs2307449,rs494620,rs890835	13	GSM816657
2.134	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs236114,rs2277339,rs1172822,rs11668344,rs494620,rs890835	14	GSM816653
