Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.744	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11898505,rs228769	1	GSM816644
0.676	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11898505,rs7524102,rs228769	2	Lookup
0.624	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2016266,rs228769	3	Lookup
1.464	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs11898505,rs9533090,rs228769	4	Lookup
0.552	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11898505,rs228769	5	Lookup
0.323	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs228769,rs10876432	6	GSM816664
0.040	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs228769	7	GSM736607
1.127	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs9533090,rs228769	8	GSM736558,GSM736635
1.910	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs9533090,rs228769,rs10876432	9	GSM736525
1.809	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs4870044,rs9533090,rs228769	10	GSM736512,GSM736561
1.472	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs6696981,rs599083,rs228769,rs10876432	11	GSM816665,GSM736496,GSM736620
2.345	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6696981,rs2016266,rs11898505,rs228769,rs10876432	12	GSM816656
0.651	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11898505,rs228769,rs10876432	13	GSM816657
0.516	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs4670779,rs228769	14	GSM816653
1.129	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2016266,rs11898505,rs228769	15	GSM816658
3.133	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6696981,rs11898505,rs7524102,rs228769,rs10876432	16	GSM816659
-0.862	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs228769	17	GSM816648
-0.331	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs228769	18	GSM736626,GSM736595
0.851	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs4870044,rs228769	19	GSM736501,GSM736492
1.260	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs6696981,rs2016266,rs228769,rs10876432	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.898	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs11898505,rs228769	21	GSM736604,GSM736529
