Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.426	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs727428	1	GSM816644
0.768	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6258,rs780093,rs1625895,rs727428	2	Lookup
0.931	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs9901675,rs780093,rs727428	3	Lookup
-0.015	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10454142,rs10795130	4	Lookup
0.884	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs9901675,rs2411984,rs727428	5	Lookup
0.046	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs780093,rs727428	6	GSM816664
-1.287	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig		7	GSM736607
1.432	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs9901675,rs6721345,rs10795130	8	GSM736558,GSM736635
0.487	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs9901675,rs10795130	9	GSM736525
0.426	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs9901675,rs727428	10	GSM736512,GSM736561
-0.954	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs727428	11	GSM816665,GSM736496,GSM736620
-0.562	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1625895,rs727428	12	GSM816656
1.522	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs8077059,rs6258,rs780093,rs1625895,rs727428	13	GSM816657
-0.685	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs727428	14	GSM816653
0.443	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6721345,rs1625895,rs727428	15	GSM816658
-0.191	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1641537,rs727428	16	GSM816659
0.294	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1641537,rs2411984,rs727428	17	GSM816648
-0.677	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs9901675	18	GSM736626,GSM736595
-1.513	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig		19	GSM736501,GSM736492
0.413	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs9901675,rs1641537,rs727428	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
1.313	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs6721345,rs2411984,rs727428	21	GSM736604,GSM736529
-0.194	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs6721345,rs727428	22	GSM736592,GSM1024760
