Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.899	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs7577894,rs8066857,rs12680546	1	GSM816644
-0.504	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs873917	2	Lookup
-0.633	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs3113494	3	Lookup
-0.593	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1971791	4	Lookup
-0.091	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776	5	Lookup
-0.622	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs9533799	6	GSM816664
0.407	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs6013382	7	GSM736607
0.705	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs873917	8	GSM736558,GSM736635
0.388	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs873917	9	GSM736525
1.122	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs873917	10	GSM736512,GSM736561
0.625	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs2782931,rs873917	11	GSM816665,GSM736496,GSM736620
0.397	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs873917	12	GSM816656
0.227	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs1971791,rs873917	13	GSM816657
1.769	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs873917,rs11099864	14	GSM816653
0.606	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs1971791,rs873917	15	GSM816658
-0.149	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs873917	16	GSM816659
1.005	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs16856202,rs873917	17	GSM816648
-0.671	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs3825776	18	GSM736626,GSM736595
0.135	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs7577894	19	GSM736501,GSM736492
-0.316	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs873917	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.223	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs7665939	21	GSM736604,GSM736529
0.155	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs3113494,rs3825776,rs873917	22	GSM736592,GSM1024760
0.739	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs3825776,rs873917	23	GSM736502,GSM1024792
-1.308	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig		24	GSM736583,GSM736505
