Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.354	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1385374,rs6705628,rs4948496,rs13385731,rs2303745,rs742108,rs2618476,rs7097397	1	GSM816644
2.765	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs34330,rs1385374,rs10036748,rs1913517,rs4917014,rs6705628,rs5754217,rs13385731,rs2303745,rs7812879,rs7197475,rs742108,rs10276619,rs729302,rs4728142,rs12822507	2	Lookup
4.348	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs34330,rs2431697,rs2230926,rs2736340,rs6705628,rs5029939,rs4948496,rs11574637,rs4622329,rs13385731,rs2303745,rs7186852,rs9888739,rs4728142,rs7329174	3	Lookup
4.340	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs34330,rs2230926,rs10036748,rs4917014,rs6705628,rs4948496,rs9271100,rs4622329,rs13385731,rs2303745,rs4639966,rs12629106,rs4728142,rs7329174,rs13277113,rs7097397	4	Lookup
1.707	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs34330,rs2431697,rs4917014,rs6705628,rs13385731,rs2303745,rs7186852,rs9888739,rs4728142,rs7329174	5	Lookup
-1.270	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12917712,rs10036748,rs2303745	6	GSM816664
1.498	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs34330,rs6705628,rs5029939,rs13385731,rs2303745,rs7186852,rs7329174	7	GSM736607
4.200	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs34330,rs2431697,rs1385374,rs10036748,rs6705628,rs9271100,rs2303745,rs12629106,rs2205960,rs4728142,rs2618476,rs13277113	8	GSM736558,GSM736635
5.911	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs1385374,rs10036748,rs4917014,rs6705628,rs4948496,rs9271100,rs4622329,rs13385731,rs2303745,rs10276619,rs12629106,rs2205960,rs4728142,rs7329174,rs2618476,rs13277113	9	GSM736525
6.937	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs34330,rs2230926,rs1463525,rs1385374,rs10036748,rs6705628,rs4948496,rs9271100,rs4622329,rs13385731,rs2303745,rs10276619,rs12629106,rs2205960,rs4728142,rs7329174,rs2618476,rs13277113	10	GSM736512,GSM736561
2.789	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs34330,rs1385374,rs10036748,rs6705628,rs5029939,rs4948496,rs4622329,rs13385731,rs2303745,rs729302,rs12629106,rs2205960,rs4728142,rs2618476,rs13277113	11	GSM816665,GSM736496,GSM736620
1.296	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs34330,rs1385374,rs10036748,rs6705628,rs4948496,rs6049839,rs11574637,rs4622329,rs2303745,rs2618476,rs7097397	12	GSM816656
1.460	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs34330,rs1385374,rs10036748,rs6705628,rs4948496,rs6049839,rs4622329,rs13385731,rs2303745,rs4728142,rs2618476,rs7097397	13	GSM816657
2.518	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs34330,rs10036748,rs3131379,rs4948496,rs4622329,rs13385731,rs2303745,rs4728142,rs2618476,rs13277113,rs7097397	14	GSM816653
1.290	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs34330,rs2431697,rs12917712,rs10036748,rs6705628,rs4622329,rs13385731,rs2303745,rs10488631,rs2618476,rs7097397	15	GSM816658
1.849	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs34330,rs1385374,rs10036748,rs6705628,rs6445975,rs2303745,rs10488631,rs4728142,rs2618476,rs13277113,rs7097397	16	GSM816659
