Zscore	Cell	Tissue	File	SNPs	Number	Accession
2.184	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs869834,rs11858577,rs17008402,rs7245708	1	GSM816644
-0.414	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6686886,rs7245708	2	Lookup
0.501	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs17008402,rs7245708	3	Lookup
1.154	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs12773846,rs7245708	4	Lookup
0.359	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs7245708	5	Lookup
1.067	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs17008402,rs7245708	6	GSM816664
-0.224	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs7245708	7	GSM736607
-0.139	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs7245708	8	GSM736558,GSM736635
-0.394	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs7245708	9	GSM736525
-0.542	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs7245708	10	GSM736512,GSM736561
-1.034	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs7245708	11	GSM816665,GSM736496,GSM736620
-0.939	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7245708	12	GSM816656
1.306	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs6013355,rs2173063,rs7245708	13	GSM816657
1.005	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs2173063,rs7245708	14	GSM816653
-0.048	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs7245708	15	GSM816658
0.228	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2173063,rs7245708	16	GSM816659
-0.343	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6686886,rs7245708	17	GSM816648
-0.469	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs7245708	18	GSM736626,GSM736595
-0.276	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs7245708	19	GSM736501,GSM736492
-1.076	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs7245708	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.491	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs2058059,rs7245708	21	GSM736604,GSM736529
-0.208	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs17008402,rs7245708	22	GSM736592,GSM1024760
-0.128	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs7245708	23	GSM736502,GSM1024792
2.996	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs1722636,rs17008402,rs11850957,rs7245708	24	GSM736583,GSM736505
0.371	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs7245708	25	GSM816638
0.109	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs17008402,rs7245708	26	GSM736509,GSM736554
0.475	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs17008402,rs7245708	27	GSM1024745,GSM1024747
0.348	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs1453160,rs7245708	28	GSM736609,GSM736523
1.723	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs1453160,rs17008402,rs7245708	29	GSM736571,GSM736521
2.859	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs7833268,rs17008402,rs11850957,rs7245708	30	GSM736599,GSM736591
1.200	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs1453160,rs17008402,rs7245708	31	GSM736577,GSM736573
0.674	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs17008402,rs7245708	32	GSM736611,GSM736624
0.969	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs1453160,rs17008402,rs7245708	33	GSM736542,GSM736511
2.197	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs7833268,rs10916025,rs17008402,rs7245708	34	GSM736507,GSM736627
-0.669	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs7245708	35	GSM1024763
1.282	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs17008402,rs7245708	36	GSM736555,GSM736614
0.172	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs1453160,rs7245708	37	GSM816646,GSM736575,GSM736533
-0.532	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs7245708	38	Lookup
0.938	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs6013355,rs7245708	39	Lookup
1.389	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6686886,rs11858577,rs17008402,rs7245708	40	GSM816668
0.084	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6686886,rs11858577,rs7245708	41	GSM816636
0.431	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs7833268,rs7245708	42	GSM736522,GSM736570
0.069	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs7245708	43	GSM1008585
0.534	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs11858577,rs11850957,rs7245708	44	GSM736594,GSM736535
-0.568	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs1453160,rs7245708	45	GSM816669,GSM736634,GSM736552
0.656	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs17008402,rs7245708	46	GSM736628,GSM736541
0.799	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs1453160,rs6013355,rs17008402,rs7245708	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
