Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.433	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10500715,rs10088262	1	GSM816644
-1.159	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3790844	2	Lookup
-0.359	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs9573163	3	Lookup
0.596	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs2257205,rs3790844	4	Lookup
-0.453	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs6711606	5	Lookup
-1.420	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		6	GSM816664
-1.048	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig		7	GSM736607
0.058	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs4924935	8	GSM736558,GSM736635
0.758	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs7832232,rs4924935	9	GSM736525
-1.161	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig		10	GSM736512,GSM736561
-0.129	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs6711606,rs4924935	11	GSM816665,GSM736496,GSM736620
0.636	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs505922,rs7832232,rs3790844	12	GSM816656
1.053	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs401681,rs2257205,rs7832232,rs12456874	13	GSM816657
-0.549	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3790844	14	GSM816653
0.603	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2257205,rs505922,rs10974531	15	GSM816658
1.702	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2257205,rs505922,rs5768709,rs3790844	16	GSM816659
-1.087	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3790844	17	GSM816648
0.564	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs372883,rs6711606	18	GSM736626,GSM736595
-0.328	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs12615966	19	GSM736501,GSM736492
