Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.181	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11249215	1	GSM816644
1.812	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11249215,rs10440635,rs2297909,rs378108	2	Lookup
3.878	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs11249215,rs10440635,rs2242944,rs378108	3	Lookup
1.435	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs10440635,rs10865331	4	Lookup
2.190	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs1326986,rs10440635,rs378108	5	Lookup
0.592	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2297909,rs378108	6	GSM816664
0.956	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs378108	7	GSM736607
2.556	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs11249215,rs10440635	8	GSM736558,GSM736635
0.910	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs10440635	9	GSM736525
0.869	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs10440635	10	GSM736512,GSM736561
0.997	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs10440635,rs30187	11	GSM816665,GSM736496,GSM736620
0.197	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs11616188	12	GSM816656
0.850	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs11249215,rs30187	13	GSM816657
1.362	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs17095830,rs378108	14	GSM816653
-0.657	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2297909	15	GSM816658
-1.389	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		16	GSM816659
-0.694	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs378108	17	GSM816648
2.629	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs10440635,rs11616188,rs378108	18	GSM736626,GSM736595
-0.279	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs4333130	19	GSM736501,GSM736492
-0.909	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs2075726	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
-0.398	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs10440635	21	GSM736604,GSM736529
0.315	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs2075726,rs10440635	22	GSM736592,GSM1024760
2.521	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs11249215,rs10440635,rs30187	23	GSM736502,GSM1024792
-0.273	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs30187	24	GSM736583,GSM736505
1.902	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11249215,rs30187,rs378108	25	GSM816638
-0.483	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs11249215	26	GSM736509,GSM736554
-0.096	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs11249215	27	GSM1024745,GSM1024747
0.000	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs30187	28	GSM736609,GSM736523
-0.311	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs2075726	29	GSM736571,GSM736521
1.453	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs2310173,rs378108	30	GSM736599,GSM736591
