Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
1.295	0.776165415446652	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs1385374,rs4948496,rs6705628,rs7097397	1	GSM816644
2.962	2.01036423197618	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs12822507,rs13385731,rs1385374,rs1913517,rs34330,rs4728142,rs4917014,rs6705628,rs7197475,rs729302	2	Lookup
3.899	2.95119801350536	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs11574637,rs13385731,rs2230926,rs34330,rs4622329,rs4728142,rs4948496,rs6705628,rs7329174,rs9888739	3	Lookup
6.074	5.35703123914445	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs13385731,rs2230926,rs34330,rs4622329,rs4639966,rs4728142,rs4917014,rs4948496,rs6705628,rs7097397,rs7329174,rs9271100	4	Lookup
1.908	1.1776607860795	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs34330,rs4728142,rs4917014,rs6705628,rs7329174,rs9888739	5	Lookup
-1.374	0.0129120947895152	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748	6	GSM816664
0.849	0.550431255513478	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs34330,rs6705628,rs7329174	7	GSM736607
3.951	2.7340181533085	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs1385374,rs2205960,rs34330,rs4728142,rs6705628,rs9271100	8	GSM736558,GSM736635
5.812	4.79156939355789	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs13385731,rs1385374,rs2205960,rs4622329,rs4728142,rs4917014,rs4948496,rs6705628,rs7329174,rs9271100	9	GSM736525
6.414	5.38722673595778	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs13385731,rs1385374,rs2205960,rs2230926,rs34330,rs4622329,rs4728142,rs4948496,rs6705628,rs7329174,rs9271100	10	GSM736512,GSM736561
2.999	2.14829706961303	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs13385731,rs1385374,rs2205960,rs34330,rs4622329,rs4728142,rs4948496,rs6705628,rs729302	11	GSM816665,GSM736496,GSM736620
1.741	1.00937233596312	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs11574637,rs1385374,rs34330,rs4622329,rs4948496,rs6705628,rs7097397	12	GSM816656
1.979	1.18409959115739	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13385731,rs1385374,rs34330,rs4622329,rs4728142,rs4948496,rs6705628,rs7097397	13	GSM816657
3.601	2.47147717007534	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs13385731,rs3131379,rs34330,rs4622329,rs4728142,rs4948496,rs7097397	14	GSM816653
1.333	0.797907037304653	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs10488631,rs13385731,rs34330,rs4622329,rs6705628,rs7097397	15	GSM816658
2.862	1.8593876288305	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs10488631,rs13277113,rs1385374,rs34330,rs4728142,rs6445975,rs6705628,rs7097397	16	GSM816659
1.110	0.69583100058682	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs10488631,rs13385731,rs1385374,rs4728142,rs6705628,rs7097397	17	GSM816648
3.813	2.79282833666741	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs11574637,rs13385731,rs1385374,rs2230926,rs34330,rs4622329,rs4948496,rs6705628,rs7329174,rs9888739	18	GSM736626,GSM736595
2.341	1.52680795980677	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs2230926,rs3131379,rs34330,rs4917014,rs6705628,rs7329174	19	GSM736501,GSM736492
2.149	1.40157944211946	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs13277113,rs13385731,rs1385374,rs4622329,rs4728142,rs4948496,rs6705628,rs729302,rs7329174	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
2.422	1.59353754990597	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs34330,rs4622329,rs4917014,rs4948496,rs6705628,rs7329174	21	GSM736604,GSM736529
3.930	2.97223089922578	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs10036748,rs11574637,rs13277113,rs13385731,rs1385374,rs34330,rs4622329,rs4728142,rs4917014,rs6705628,rs729302,rs7329174	22	GSM736592,GSM1024760
3.797	2.66997805986433	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs11574637,rs13385731,rs3131379,rs34330,rs4917014,rs4948496,rs548234,rs7329174	23	GSM736502,GSM1024792
1.536	0.913843134434217	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs1150754,rs13385731,rs34330,rs4948496,rs6445975	24	GSM736583,GSM736505
0.925	0.597841529150036	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1150754,rs13385731,rs4948496,rs6445975	25	GSM816638
1.011	0.640872917918977	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs34330,rs4948496,rs548234,rs6445975	26	GSM736509,GSM736554
0.723	0.495162799982184	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs34330,rs4948496,rs6705628	27	GSM1024745,GSM1024747
1.487	0.891185768160656	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs13385731,rs34330,rs4948496,rs6445975,rs7329174	28	GSM736609,GSM736523
