Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.563	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505	1	GSM816644
-0.108	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs12708716,rs3788013	2	Lookup
0.259	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs2476601	3	Lookup
0.075	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs7528684	4	Lookup
0.082	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs2292239	5	Lookup
0.672	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs2304256,rs7528684	6	GSM816664
0.215	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs3184504	7	GSM736607
0.694	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777	8	GSM736558,GSM736635
2.931	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs3788013,rs3184504,rs2292239	9	GSM736525
1.045	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs3788013	10	GSM736512,GSM736561
2.137	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs3788013,rs1004446,rs2542151,rs3184504	11	GSM816665,GSM736496,GSM736620
0.557	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs2304256,rs7171171,rs2542151	12	GSM816656
1.107	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs12708716,rs743777,rs2304256,rs2542151	13	GSM816657
0.130	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs7528684	14	GSM816653
0.731	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs2304256,rs2542151	15	GSM816658
1.695	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs3087243,rs689,rs2542151,rs4788084	16	GSM816659
0.721	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs2304256,rs2542151	17	GSM816648
1.536	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs2476601,rs3184504	18	GSM736626,GSM736595
2.200	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs2069762,rs3788013,rs7171171	19	GSM736501,GSM736492
1.243	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs3788013,rs1004446,rs2542151	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.349	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777	21	GSM736604,GSM736529
3.183	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs3024505,rs743777,rs3788013,rs1004446,rs12722495,rs2542151,rs3184504	22	GSM736592,GSM1024760
