Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.497	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16866933,rs12603284,rs7157599	1	GSM816644
-0.509	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs944260,rs7157599,rs6716724	2	Lookup
-0.938	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs8111071	3	Lookup
-0.157	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs7157599,rs6764363	4	Lookup
0.542	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs12603284,rs7157599,rs2251393	5	Lookup
0.406	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7157599,rs12155623,rs54211	6	GSM816664
-0.655	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2389202	7	GSM736607
1.059	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2281680,rs7157599,rs10219495	8	GSM736558,GSM736635
-0.719	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10219495	9	GSM736525
-0.739	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10219495	10	GSM736512,GSM736561
0.320	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs7157599,rs10829156,rs950776,rs10219495	11	GSM816665,GSM736496,GSM736620
0.510	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs944260,rs7157599,rs950776,rs54211	12	GSM816656
0.253	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs944260,rs7157599,rs950776,rs6716724	13	GSM816657
1.236	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs13022357,rs7157599,rs950776,rs2251393	14	GSM816653
-1.220	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7157599	15	GSM816658
0.204	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs944260,rs7157599,rs54211	16	GSM816659
-0.798	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7157599,rs950776	17	GSM816648
-0.365	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs2281680,rs7157599	18	GSM736626,GSM736595
-0.151	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs944260,rs7157599	19	GSM736501,GSM736492
