Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
2.321	1.56995060600868	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11229030,rs11742570,rs12242110,rs1551398,rs17234657,rs1728918,rs17293632,rs2024092,rs2062305,rs2284553,rs3024505,rs4802307,rs6651252,rs713875	1	GSM816644
3.547	2.87407224240896	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10734105,rs10883365,rs11195128,rs11742570,rs12720356,rs13003464,rs1551398,rs17234657,rs17293632,rs1799964,rs2062305,rs212388,rs2149085,rs2284553,rs2838519,rs3024505,rs3091338,rs4802307,rs6651252,rs6856616,rs713875,rs780093,rs7927894,rs8005161	2	Lookup
3.258	2.48153741519072	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs10883365,rs11195128,rs11742570,rs1551398,rs17234657,rs17293632,rs2149085,rs2284553,rs2476601,rs3024505,rs4077515,rs4802307,rs6856616,rs713875,rs7329174,rs780093,rs8005161	3	Lookup
4.589	3.77523004348704	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10865331,rs10883365,rs11175593,rs11235667,rs11584383,rs11742570,rs2062305,rs212388,rs2149085,rs2284553,rs3024505,rs4802307,rs4902642,rs7076156,rs713875,rs7329174,rs7423615,rs751728,rs8005161,rs9891119	4	Lookup
3.376	2.6694948720655	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs10883365,rs11235667,rs11742570,rs1456893,rs17221417,rs17293632,rs1736020,rs1893217,rs2062305,rs2149085,rs2284553,rs3024505,rs4802307,rs6568421,rs6856616,rs713875,rs7329174,rs7746082,rs8005161	5	Lookup
2.995	2.1455320481713	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11235667,rs11742570,rs12720356,rs17293632,rs1799964,rs2062305,rs2149085,rs2284553,rs2301436,rs3024505,rs4802307,rs4902642,rs713875,rs736289,rs780093	6	GSM816664
2.312	1.59451454953339	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs10210302,rs11742570,rs13126505,rs1456893,rs17221417,rs2284553,rs3024505,rs4802307,rs713875,rs7329174,rs7517810,rs7927894,rs8005161	7	GSM736607
3.307	2.31229154371685	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11195128,rs11235667,rs1799964,rs2062305,rs2149085,rs2284553,rs3024505,rs4802307,rs7076156,rs713875,rs8005161	8	GSM736558,GSM736635
5.456	5.17769459017677	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10181042,rs11235667,rs11742570,rs1456893,rs1551398,rs17234657,rs17293632,rs1799964,rs2062305,rs2149085,rs2284553,rs3024505,rs4802307,rs6716753,rs6856616,rs7076156,rs713875,rs7329174,rs8005161,rs9891119	9	GSM736525
5.069	4.33553760755516	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs11235667,rs11742570,rs1456893,rs1551398,rs17234657,rs1799964,rs2062305,rs2149085,rs2284553,rs281379,rs3024505,rs4802307,rs6716753,rs7076156,rs713875,rs7329174,rs7517847,rs8005161,rs9891119	10	GSM736512,GSM736561
2.391	1.6618516280764	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs11235667,rs11742570,rs13428812,rs17234657,rs17293632,rs1799964,rs181359,rs2062305,rs2149085,rs2284553,rs2542151,rs3024505,rs4802307,rs4902642,rs6856616,rs7076156,rs713875,rs8005161,rs9891119	11	GSM816665,GSM736496,GSM736620
2.139	1.33371089677799	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10734105,rs10883365,rs11235667,rs1250550,rs12720356,rs1456893,rs17293632,rs2062305,rs2149085,rs2284553,rs2542151,rs3024505,rs4802307,rs4902642,rs6568421,rs7076156,rs713875,rs736289	12	GSM816656
1.673	1.02781555702093	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11235667,rs1250550,rs17309827,rs1799964,rs2024092,rs2062305,rs212388,rs2149085,rs2284553,rs2542151,rs3024505,rs6856616,rs7076156,rs713875,rs751728,rs780093,rs7927894,rs9891119	13	GSM816657
3.334	2.55686644375683	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10995271,rs11195128,rs11235667,rs1250550,rs12663356,rs1456893,rs1551398,rs17293632,rs2062305,rs2284553,rs2838519,rs3024505,rs4802307,rs6856616,rs7076156,rs713875	14	GSM816653
1.817	1.18154446888882	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11235667,rs11742570,rs12720356,rs1551398,rs17293632,rs2024092,rs2062305,rs2149085,rs2284553,rs2542151,rs2838519,rs3024505,rs4802307,rs7076156,rs713875	15	GSM816658
2.532	1.65753870027107	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11195128,rs11235667,rs12720356,rs1456893,rs1551398,rs17309827,rs2062305,rs2284553,rs2542151,rs3024505,rs4802307,rs6651252,rs713875,rs736289,rs9891119	16	GSM816659
2.169	1.43375229058011	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs11195128,rs11235667,rs11742570,rs12720356,rs1487630,rs1551398,rs1799964,rs2024092,rs2062305,rs2284553,rs2542151,rs3024505,rs359457,rs4902642,rs5743289,rs7076156,rs713875,rs9891119	17	GSM816648
2.334	1.57382339628607	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs10495903,rs11742570,rs1456893,rs151181,rs1551398,rs17293632,rs2149085,rs2284553,rs2476601,rs2838519,rs3024505,rs3197999,rs4802307,rs713875,rs7329174	18	GSM736626,GSM736595
2.689	1.86959819736536	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10495903,rs11235667,rs11742570,rs13204742,rs1456893,rs17309827,rs2062305,rs3024505,rs4263839,rs4802307,rs6651252,rs7329174,rs744166,rs8005161	19	GSM736501,GSM736492
2.898	2.1973718322045	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11195128,rs11235667,rs13428812,rs1456893,rs16967103,rs17293632,rs1799964,rs181359,rs2062305,rs2149085,rs2274910,rs2284553,rs2542151,rs3024505,rs4802307,rs6651252,rs6856616,rs7076156,rs713875,rs7329174,rs8005161,rs9891119	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
2.045	1.3326434889378	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs11195128,rs11742570,rs1456893,rs17293632,rs2149085,rs2284553,rs2838519,rs3024505,rs4802307,rs6856616,rs713875,rs7329174,rs736289	21	GSM736604,GSM736529
5.059	4.75469465857722	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10495903,rs11195128,rs11235667,rs11465804,rs11742570,rs12722489,rs13204742,rs13428812,rs1551398,rs17234657,rs17293632,rs1799964,rs2062305,rs2149085,rs2284553,rs2542151,rs3024505,rs3091338,rs4802307,rs6651252,rs6856616,rs7076156,rs713875,rs7329174,rs8005161,rs9891119	22	GSM736592,GSM1024760
8.111	8.74472749489669	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10210302,rs10495903,rs11195128,rs11235667,rs11742570,rs12722489,rs13204742,rs1456893,rs1551398,rs17234657,rs17293632,rs1799964,rs2062305,rs2149085,rs2284553,rs3024505,rs3091338,rs4077515,rs4802307,rs6568421,rs6651252,rs7329174,rs7927894,rs8005161	23	GSM736502,GSM1024792
2.683	1.90760768043169	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs11195128,rs11742570,rs17293632,rs1819658,rs2062305,rs2284553,rs3024505,rs3091315,rs4802307,rs6545946,rs6651252,rs6856616,rs713875,rs744166	24	GSM736583,GSM736505
3.106	2.35655321614028	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11195128,rs11229030,rs11742570,rs17293632,rs2838519,rs3024505,rs3764147,rs4263839,rs4802307,rs4820425,rs6545946,rs6568421,rs6856616,rs713875,rs7746082	25	GSM816638
3.269	2.50716451663873	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs10883365,rs11195128,rs11742570,rs13204742,rs17234657,rs17293632,rs2062305,rs2284553,rs3024505,rs3764147,rs3810936,rs4263839,rs4802307,rs6651252,rs6716753,rs6856616,rs713875,rs8005161	26	GSM736509,GSM736554
0.630	0.497623218346075	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs10045431,rs11742570,rs17234657,rs17293632,rs2062305,rs2284553,rs4802307,rs6651252,rs713875	27	GSM1024745,GSM1024747
2.784	1.92475505490207	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs10883365,rs11195128,rs11742570,rs13003464,rs17221417,rs17293632,rs2062305,rs2284553,rs2838519,rs4802307,rs6545946,rs694739,rs713875,rs7329174	28	GSM736609,GSM736523
2.824	2.10507401033887	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs10883365,rs11195128,rs11742570,rs11871801,rs12521868,rs13003464,rs17221417,rs17293632,rs2062305,rs2284553,rs4263839,rs4802307,rs504963,rs713875,rs7329174,rs7517810,rs7927894	29	GSM736571,GSM736521
1.997	1.2865172003533	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11742570,rs17293632,rs2062305,rs2284553,rs4802307,rs694739,rs713875,rs7329174	30	GSM736599,GSM736591
3.066	2.215429483901	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs10065637,rs10883365,rs11195128,rs11742570,rs13003464,rs17221417,rs17293632,rs2062305,rs2284553,rs3024505,rs4263839,rs4802307,rs694739,rs713875,rs7329174	31	GSM736577,GSM736573
