Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
-0.840	0	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		1	GSM816644
0.117	0.213292567584632	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7577696	2	Lookup
0.501	0.319696170747633	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2250417	3	Lookup
-0.942	8.68589517924469e-11	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig		4	Lookup
0.330	0.273138890354779	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs3026968	5	Lookup
1.877	0.870344304360433	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6743376	6	GSM816664
2.018	0.954068733609247	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs12075,rs3026968	7	GSM736607
-0.752	0	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig		8	GSM736558,GSM736635
-0.791	0	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig		9	GSM736525
-0.820	0	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig		10	GSM736512,GSM736561
0.078	0.205945691046334	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs12075	11	GSM816665,GSM736496,GSM736620
0.202	0.232923968218605	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075	12	GSM816656
1.333	0.622987875892035	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6743376	13	GSM816657
-0.876	0	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		14	GSM816653
