Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.508	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs9393903,rs2650000	1	GSM816644
1.198	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6558295,rs10518693,rs2657879,rs9393903,rs4481233,rs2794520,rs2650000	2	Lookup
-1.529	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig		3	Lookup
-0.770	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10518693,rs2657879	4	Lookup
-0.187	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs2066938,rs2518049,rs12670403	5	Lookup
-0.571	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1260326,rs10518693	6	GSM816664
-1.175	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs9393903	7	GSM736607
-0.824	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs12753193	8	GSM736558,GSM736635
-1.085	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs12753193	9	GSM736525
-1.156	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs12753193	10	GSM736512,GSM736561
-0.909	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10518693,rs9393903,rs272889	11	GSM816665,GSM736496,GSM736620
1.004	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12753193,rs1260326,rs2657879,rs9393903,rs4481233,rs2650000	12	GSM816656
-0.737	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1260326,rs10518693,rs2657879	13	GSM816657
-0.497	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12753193,rs1260326	14	GSM816653
0.449	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12753193,rs1260326,rs10518693,rs2657879,rs4329	15	GSM816658
-0.303	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12753193,rs9393903,rs11185790	16	GSM816659
1.628	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12753193,rs1260326,rs10518693,rs2657879,rs9393903,rs4481233,rs7200543	17	GSM816648
-1.311	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs174547	18	GSM736626,GSM736595
-1.375	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs2650000	19	GSM736501,GSM736492
