Zscore	Cell	Tissue	File	SNPs	Number	Accession
0.687	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12940030,rs12913547	1	GSM816644
2.019	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs9938149,rs1536482,rs12913547	2	Lookup
2.848	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs752092,rs7090871,rs930847,rs12913547	3	Lookup
0.603	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs6430585,rs11145951	4	Lookup
-0.312	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11145951	5	Lookup
1.444	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482	6	GSM816664
-0.184	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2659546	7	GSM736607
0.322	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs11145951	8	GSM736558,GSM736635
0.874	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547	9	GSM736525
1.966	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs12913547	10	GSM736512,GSM736561
3.381	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs7090871,rs11145951,rs2721051,rs1536482,rs12913547,rs2307121	11	GSM816665,GSM736496,GSM736620
1.558	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs96067,rs11145951,rs12913547	12	GSM816656
2.494	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs96067,rs11145951,rs2721051,rs12913547	13	GSM816657
1.036	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547	14	GSM816653
3.735	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs96067,rs11145951,rs9938149,rs1536482,rs12913547	15	GSM816658
1.833	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs12913547	16	GSM816659
0.132	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs1536482	17	GSM816648
1.584	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs930847,rs2659546,rs12913547	18	GSM736626,GSM736595
-0.351	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs11145951	19	GSM736501,GSM736492
1.075	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
-0.366	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs2721051	21	GSM736604,GSM736529
2.120	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547	22	GSM736592,GSM1024760
0.373	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs12913547	23	GSM736502,GSM1024792
0.469	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2307121	24	GSM736583,GSM736505
-0.439	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs930847	25	GSM816638
-0.033	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2307121	26	GSM736509,GSM736554
0.771	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	27	GSM1024745,GSM1024747
1.522	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs930847,rs2721051,rs12913547	28	GSM736609,GSM736523
1.107	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs930847,rs2721051,rs12913547	29	GSM736571,GSM736521
2.420	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547,rs2307121	30	GSM736599,GSM736591
0.657	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	31	GSM736577,GSM736573
1.758	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs930847,rs2721051,rs12913547	32	GSM736611,GSM736624
1.271	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs930847,rs2721051,rs12913547	33	GSM736542,GSM736511
2.820	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs1324183,rs12913547,rs2307121	34	GSM736507,GSM736627
1.563	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs1536482,rs12913547	35	GSM1024763
0.435	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs930847,rs12913547	36	GSM736555,GSM736614
1.980	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs930847,rs2721051,rs1536482,rs12913547	37	GSM816646,GSM736575,GSM736533
1.450	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs96067,rs2721051,rs1536482,rs12913547	38	Lookup
1.306	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs1538138,rs12913547	39	Lookup
-0.572	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547	40	GSM816668
2.181	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs9938149,rs1536482,rs12913547,rs4954218	41	GSM816636
-0.412	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs1538138	42	GSM736522,GSM736570
0.919	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs12913547	43	GSM1008585
-0.828	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs12913547	44	GSM736594,GSM736535
1.287	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547	45	GSM816669,GSM736634,GSM736552
-0.320	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs12913547	46	GSM736628,GSM736541
1.199	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.250	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs1536482,rs12913547	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.078	T-47D	Breast	wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs1536482,rs12913547	49	GSM816673,GSM1008576,GSM1024762,GSM1024761
-0.497	HAc	Cerebellar	HAc-DS14765.twopass.merge150.wgt10.zgt2.wig	rs12913547	50	GSM736586,GSM736538
1.837	HeLa-S3	Cervix	Hela-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547,rs2307121	51	GSM816633,GSM816643,GSM736564,GSM736510
-0.293	HeLa-S3	Cervix	wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547	52	GSM816633,GSM816643,GSM736564,GSM736510
1.221	Caco-2	Colon	CACO2-DS8235.twopass.merge150.wgt10.zgt2.wig	rs2721051	53	GSM736500,GSM736587
1.013	HCT-116	Colon	HCT116-DS13551.twopass.merge150.wgt10.zgt2.wig	rs2659546,rs12913547	54	GSM736600,GSM736493
0.377	HVMF	Connective	HVMF-DS13981.twopass.merge150.wgt10.zgt2.wig	rs930847,rs12913547	55	GSM736534,GSM736491
0.504	WI-38	Embryonic lung	WI_38-DS14315.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs6496932	56	GSM736613,GSM736526,GSM736613,GSM736526
0.683	WI-38	Embryonic lung	WI_38_TAM-DS14323.twopass.merge150.wgt10.zgt2.wig	rs7090871,rs2659546,rs6496932	57	GSM736613,GSM736526,GSM736613,GSM736526
1.454	A549	Epithelium	A549-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547	58	GSM816649,GSM736580,GSM736506
1.491	HAEpiC	Epithelium	HAEpiC-DS12663.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547,rs7044529	59	GSM736631,GSM736606
-0.505	HCPEpiC	Epithelium	HCPEpiC-DS12447.twopass.merge150.wgt10.zgt2.wig	rs12913547	60	GSM736569,GSM736597
0.504	HEEpiC	Epithelium	HEEpiC-DS12763.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	61	GSM736585,GSM736532
2.234	HIPEpiC	Epithelium	HIPEpiC-DS12684.twopass.merge150.wgt10.zgt2.wig	rs96067,rs2721051,rs12913547,rs7044529	62	GSM736589,GSM736615
-0.504	HNPCEpiC	Epithelium	HNPCEpiC-DS12467.twopass.merge150.wgt10.zgt2.wig	rs12913547	63	GSM736621,GSM736550
0.410	HPdLF	Epithelium	HPdLF-DS13573.twopass.merge150.wgt10.zgt2.wig	rs930847,rs12913547	64	GSM736632,GSM736528
0.793	HRCEpiC	Epithelium	HRCE-DS10666.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	65	GSM736549,GSM736557
-0.205	HRE	Epithelium	HRE-DS10641.twopass.merge150.wgt10.zgt2.wig	rs12913547	66	GSM736527,GSM736548
-0.428	HRPEpiC	Epithelium	HRPEpiC-DS12583.twopass.merge150.wgt10.zgt2.wig	rs12913547	67	GSM736630,GSM736623
2.271	pHTE	Epithelium	wgEncodeOpenChromDnasePhteAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs9938149,rs2721051,rs1536482,rs12913547,rs6496932	68	GSM816647
0.439	RPTEC	Epithelium	RPTEC-DS14061.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	69	GSM736543,GSM736539
0.742	SAEC	Epithelium	SAEC-DS10518.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	70	GSM736608,GSM736617
1.459	HESC	ES Cell	HESC-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs2721051,rs1536482,rs12913547	71	Lookup
0.264	hESCT0	ES Cell	hESCT0-DS11909.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs12913547	72	Lookup
1.962	H9ES	ES Cell	wgEncodeOpenChromDnaseH9esAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs1536482,rs12913547	73	GSM816629
2.416	HConF	Eye	HConF-DS11642.twopass.merge150.wgt10.zgt2.wig	rs96067,rs12940030,rs12913547,rs7044529	74	GSM736547,GSM736515
-0.486	WERI-Rb-1	Eye	WERI_Rb1-DS13681.twopass.merge150.wgt10.zgt2.wig	rs4954218	75	GSM736495,GSM736636
1.046	Chorion	Fetal membrane	wgEncodeOpenChromDnaseChorionAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2721051,rs1536482,rs12913547	76	GSM816628
-0.682	HFF	Foreskin	HFF-DS15115.twopass.merge150.wgt10.zgt2.wig	rs12913547	77	GSM736602,GSM736572
0.736	HFF-Myc	Foreskin	HFF_MyC-DS15079.twopass.merge150.wgt10.zgt2.wig	rs96067,rs11145951,rs12913547	78	GSM736524,GSM736605
0.012	AG09319	Gingival	AG09319-DS12291.twopass.merge150.wgt10.zgt2.wig	rs930847	79	GSM736531,GSM736619
-0.311	HGF	Gingival	HGF-DS11752.twopass.merge150.wgt10.zgt2.wig	rs930847	80	GSM736579,GSM736576
0.639	HCFaa	Heart	HCFaa-DS13480.twopass.merge150.wgt10.zgt2.wig	rs930847,rs1538138,rs12913547	81	GSM736494,GSM736601
-0.429	HCF	Heart	HCF-DS12501.twopass.merge150.wgt10.zgt2.wig	rs12913547	82	GSM736568,GSM736540
