Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.717	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11172113,rs2284746,rs12716852,rs4129267,rs1551943	1	GSM816644
-0.834	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2284746,rs2544527,rs4129267	2	Lookup
-0.381	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs3995090,rs4129267	3	Lookup
0.062	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs2277027,rs3820928	4	Lookup
-0.661	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs2284746	5	Lookup
1.592	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11172113,rs2284746,rs12716852,rs2798641,rs4129267	6	GSM816664
-0.175	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs2798641,rs4129267	7	GSM736607
-1.027	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2284746	8	GSM736558,GSM736635
0.331	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs2277027,rs11001819	9	GSM736525
-0.988	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs6903823	10	GSM736512,GSM736561
0.510	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs16909898,rs2284746,rs2838815,rs12716852,rs4129267	11	GSM816665,GSM736496,GSM736620
0.856	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11172113,rs2284746,rs2838815,rs4129267,rs12447804	12	GSM816656
1.954	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2571445,rs2906966,rs2284746,rs2855812,rs2838815,rs4129267,rs12447804	13	GSM816657
2.040	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs9310995,rs2571445,rs2838815,rs1980057,rs12447804	14	GSM816653
0.387	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs9310995,rs2571445,rs2906966,rs4129267	15	GSM816658
0.450	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2395730,rs2284746,rs2838815,rs12447804	16	GSM816659
-0.653	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12716852,rs4129267,rs7068966	17	GSM816648
0.881	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs1036429,rs2284746,rs2855812,rs4129267	18	GSM736626,GSM736595
-1.181	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs6903823	19	GSM736501,GSM736492
1.183	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs1036429,rs3995090,rs2284746,rs2838815,rs12716852,rs4129267	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.913	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs4762767,rs3995090,rs4129267	21	GSM736604,GSM736529
0.093	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs2284746,rs2838815,rs12716852,rs4129267	22	GSM736592,GSM1024760
-1.479	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig		23	GSM736502,GSM1024792
4.417	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs11172113,rs2284746,rs12477314,rs993925,rs2798641,rs4129267,rs7068966,rs730532	24	GSM736583,GSM736505
2.239	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11172113,rs2284746,rs2798641,rs4129267,rs7068966,rs730532	25	GSM816638
2.562	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs11172113,rs993925,rs2798641,rs4129267,rs1551943,rs730532,rs1980057,rs3817928	26	GSM736509,GSM736554
1.128	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs6903823,rs2284746,rs4129267,rs1980057	27	GSM1024745,GSM1024747
2.230	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs2865531,rs6903823,rs2284746,rs4129267,rs1980057,rs3817928	28	GSM736609,GSM736523
