Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
-0.608	0.0766780717823135	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383	1	GSM816644
-0.112	0.197040019418734	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs234709,rs2851391,rs6586282	2	Lookup
-0.747	0.0619401129669793	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs12921383	3	Lookup
0.841	0.50091955535906	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs4660306	4	Lookup
-0.103	0.189034654302517	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs4660306	5	Lookup
0.721	0.453391440294864	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs234709	6	GSM816664
-1.415	4.82163733276643e-17	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig		7	GSM736607
-1.369	0	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig		8	GSM736558,GSM736635
-0.482	0.0955638111524966	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs1801133	9	GSM736525
-0.467	0.097216946803848	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs12921383	10	GSM736512,GSM736561
1.035	0.600489239076069	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs2251468,rs2851391,rs4660306	11	GSM816665,GSM736496,GSM736620
-0.812	0.0724500167505785	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs6586282	12	GSM816656
-1.732	0.00888589258954926	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383	13	GSM816657
0.923	0.541603980739276	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs234709	14	GSM816653
1.537	0.822894903180351	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs234709,rs6586282,rs838133	15	GSM816658
1.123	0.629340052843601	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs2851391,rs6586282	16	GSM816659
0.120	0.254670338844813	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs234709,rs6586282	17	GSM816648
0.898	0.53437777712601	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801133,rs4660306	18	GSM736626,GSM736595
-1.329	0	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig		19	GSM736501,GSM736492
1.602	0.898550738382641	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801133,rs2251468,rs2851391,rs4660306	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
-0.554	0.0853158529068598	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs838133	21	GSM736604,GSM736529
1.084	0.621075549760566	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs2251468,rs2851391,rs548987	22	GSM736592,GSM1024760
1.311	0.685746902107714	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs4660306,rs6586282,rs838133	23	GSM736502,GSM1024792
0.586	0.395283250214864	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	24	GSM736583,GSM736505
-0.356	0.115394231060099	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1801222	25	GSM816638
0.375	0.327889503631935	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	26	GSM736509,GSM736554
-0.573	0.0809745558351116	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs12921383	27	GSM1024745,GSM1024747
1.444	0.80028782057704	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222,rs4660306	28	GSM736609,GSM736523
1.080	0.643353758526623	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222,rs4660306	29	GSM736571,GSM736521
-0.173	0.152454369004286	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs12921383	30	GSM736599,GSM736591
0.395	0.334672437179138	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	31	GSM736577,GSM736573
0.387	0.334672437179138	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	32	GSM736611,GSM736624
0.409	0.341273576245768	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	33	GSM736542,GSM736511
0.368	0.324398429153222	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	34	GSM736507,GSM736627
-0.637	0.0728807345185972	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs1801133	35	GSM1024763
1.272	0.714814905583138	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801133,rs1801222	36	GSM736555,GSM736614
1.047	0.611703057477182	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222,rs2251468,rs2851391	37	GSM816646,GSM736575,GSM736533
2.039	1.1870304145478	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12134663,rs12921383,rs154657,rs1801222,rs234709,rs2851391,rs6586282	38	Lookup
1.082	0.623527123138071	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs12780845,rs12921383,rs1801222	39	Lookup
-1.040	0.0318273539331152	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs154657	40	GSM816668
0.486	0.376121085896707	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs154657,rs234709,rs4660306,rs6586282	41	GSM816636
-1.064	4.34294517858653e-11	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig		42	GSM736522,GSM736570
0.733	0.437444802403434	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs234709,rs6586282	43	GSM1008585
0.170	0.262867614266787	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	44	GSM736594,GSM736535
0.935	0.567292465962652	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs2251468,rs2851391,rs6586282	45	GSM816669,GSM736634,GSM736552
0.677	0.423968882313978	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	46	GSM736628,GSM736541
0.364	0.331632678222032	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs2251468,rs2851391	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.395	0.759563155683974	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs1801222,rs838133	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.527	0.829371855369038	T-47D	Breast	wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs154657,rs234709,rs6586282	49	GSM816673,GSM1008576,GSM1024762,GSM1024761
0.399	0.336961652770139	HAc	Cerebellar	HAc-DS14765.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs1801222	50	GSM736586,GSM736538
0.933	0.55614117051498	HeLa-S3	Cervix	Hela-all.twopass.merge150.wgt10.zgt2.wig	rs12921383,rs2251468,rs2851391,rs4660306	51	GSM816633,GSM816643,GSM736564,GSM736510
-0.590	0.0793216957397018	HeLa-S3	Cervix	wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12921383	52	GSM816633,GSM816643,GSM736564,GSM736510
2.855	1.60017417059113	Caco-2	Colon	CACO2-DS8235.twopass.merge150.wgt10.zgt2.wig	rs12134663,rs12921383,rs234709,rs2851391,rs6586282,rs838133	53	GSM736500,GSM736587
