Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.962	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6441286,rs6890853,rs911263,rs860413,rs4979462	1	GSM816644
0.513	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3745516,rs538147,rs12924729,rs485499,rs11117432	2	Lookup
0.522	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs911263,rs4979462,rs11117432	3	Lookup
1.506	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs6441286,rs911263,rs6421571,rs12924729,rs11117432	4	Lookup
0.112	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs911263,rs12924729,rs485499	5	Lookup
0.942	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1800693,rs538147,rs4979462,rs12924729	6	GSM816664
-0.038	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs3745516,rs485499	7	GSM736607
5.281	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs10931468,rs6441286,rs6890853,rs3745516,rs4938534,rs2293370,rs12924729,rs485499,rs11117432	8	GSM736558,GSM736635
2.315	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10931468,rs6441286,rs911263,rs9303277,rs485499	9	GSM736525
4.034	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10931468,rs6441286,rs6890853,rs6421571,rs4938534,rs485499,rs11117432	10	GSM736512,GSM736561
2.194	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs3745516,rs911263,rs4938534,rs538147,rs2293370,rs12924729,rs485499	11	GSM816665,GSM736496,GSM736620
-1.054	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12924729,rs485499	12	GSM816656
-0.795	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1800693,rs12924729,rs11117432	13	GSM816657
0.471	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6890853,rs12924729,rs485499	14	GSM816653
