Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
-0.154	0.155694170386901	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6025590	1	GSM816644
2.424	1.40412026271587	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10830963,rs12104221,rs1443438,rs17104363,rs6025590	2	Lookup
1.846	0.953666248784689	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs3741298,rs6025590,rs79509430	3	Lookup
1.586	0.870502472940331	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs1443438,rs6025590,rs7595	4	Lookup
-0.325	0.122606142247082	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs6025590	5	Lookup
0.609	0.398947262530645	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6025590	6	GSM816664
2.050	1.07677821284099	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6025590,rs657152	7	GSM736607
0.091	0.213394071430251	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs6025590	8	GSM736558,GSM736635
-0.019	0.186067109929829	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs6025590	9	GSM736525
0.918	0.514215341439055	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs6025590,rs8037818	10	GSM736512,GSM736561
0.128	0.247680089763892	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6025590	11	GSM816665,GSM736496,GSM736620
1.903	0.988130414483466	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs17104363,rs6025590,rs79509430	12	GSM816656
1.534	0.806560152039736	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs17104363,rs6025590,rs79509430	13	GSM816657
-0.213	0.143859249939154	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6025590	14	GSM816653
1.002	0.579291765655669	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs17104363,rs6025590	15	GSM816658
-0.524	0.0900584628448195	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6025590	16	GSM816659
0.133	0.247680089763892	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6025590	17	GSM816648
-0.283	0.129499354343299	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs6025590	18	GSM736626,GSM736595
-0.129	0.1617074219278	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs6025590	19	GSM736501,GSM736492
0.793	0.492941319317351	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs12075,rs6025590,rs657152	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
-0.143	0.15773880276356	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs6025590	21	GSM736604,GSM736529
1.066	0.601119616240257	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs12075,rs17104363,rs6025590	22	GSM736592,GSM1024760
0.084	0.211058616790061	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs6025590	23	GSM736502,GSM1024792
0.141	0.225536251598247	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs6025590	24	GSM736583,GSM736505
0.090	0.213099332726914	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6025590	25	GSM816638
-0.078	0.172021726142368	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs6025590	26	GSM736509,GSM736554
-0.117	0.163195650101639	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs6025590	27	GSM1024745,GSM1024747
0.022	0.196092674105641	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs6025590	28	GSM736609,GSM736523
-0.196	0.145726519782783	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs6025590	29	GSM736571,GSM736521
0.281	0.265967147080612	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs6025590	30	GSM736599,GSM736591
