Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.596	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs541862,rs2230199,rs1864163	1	GSM816644
1.697	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3793917,rs641153,rs10033900,rs541862,rs11755724,rs943080,rs2230199,rs1967689,rs9332739,rs1864163,rs17050244	2	Lookup
-0.015	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs641153,rs10406174,rs541862,rs2075650	3	Lookup
-0.328	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10406174,rs2075650,rs2230199,rs8135665	4	Lookup
-1.289	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs10406174,rs8135665	5	Lookup
-0.601	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2075650,rs9332739,rs1864163	6	GSM816664
0.738	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs10801555,rs10406174,rs541862,rs2230199,rs4420638	7	GSM736607
-1.227	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2230199	8	GSM736558,GSM736635
-0.232	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs6857,rs10406174,rs541862	9	GSM736525
-1.496	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs4420638	10	GSM736512,GSM736561
-0.972	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs2075650,rs12153855,rs8017304,rs9332739	11	GSM816665,GSM736496,GSM736620
-1.082	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs641153,rs943080,rs2230199,rs8135665	12	GSM816656
-0.422	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs641153,rs2075650,rs943080,rs2230199,rs12153855,rs1864163	13	GSM816657
-1.058	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10406174,rs2230199	14	GSM816653
-1.702	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs541862,rs2230199	15	GSM816658
-0.500	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3793917,rs2230199,rs8135665,rs9332739	16	GSM816659
-1.085	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs641153,rs2285714,rs8017304,rs9332739	17	GSM816648
0.239	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs10406174,rs541862,rs11755724,rs2075650,rs1967689	18	GSM736626,GSM736595
0.827	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs10406174,rs541862,rs7750345,rs1967689,rs4420638	19	GSM736501,GSM736492
0.645	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs10406174,rs541862,rs2075650,rs920915,rs2230199,rs12153855,rs1967689,rs9332739	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
1.122	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs3793917,rs10406174,rs541862,rs920915,rs943080,rs1967689	21	GSM736604,GSM736529
-1.146	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs2075650,rs12153855,rs9332739	22	GSM736592,GSM1024760
-1.864	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig		23	GSM736502,GSM1024792
-1.292	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs920915	24	GSM736583,GSM736505
-1.306	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs920915	25	GSM816638
