Zscore	Cell	Tissue	File	SNPs	Number	Accession
1.414	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580,rs3913363	1	GSM816644
3.158	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs37439,rs4663476,rs659580,rs2011738	2	Lookup
0.160	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs2992257	3	Lookup
-1.263	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig		4	Lookup
-0.077	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs659580	5	Lookup
0.261	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16838131	6	GSM816664
-0.907	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig		7	GSM736607
0.509	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs2992257	8	GSM736558,GSM736635
-0.894	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig		9	GSM736525
0.096	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs2992257	10	GSM736512,GSM736561
0.615	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs659580,rs2992257	11	GSM816665,GSM736496,GSM736620
0.086	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580	12	GSM816656
0.037	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580	13	GSM816657
0.161	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580	14	GSM816653
1.159	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs790123,rs659580	15	GSM816658
1.164	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580,rs16838131	16	GSM816659
-0.103	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580	17	GSM816648
0.098	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs2992257	18	GSM736626,GSM736595
-0.036	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs2992257	19	GSM736501,GSM736492
0.308	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs659580,rs3913363	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
0.298	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs3913363	21	GSM736604,GSM736529
-0.106	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs659580	22	GSM736592,GSM1024760
-0.944	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig		23	GSM736502,GSM1024792
0.175	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs659580	24	GSM736583,GSM736505
1.338	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs659580,rs2992257	25	GSM816638
1.890	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs659580,rs3913363,rs2992257	26	GSM736509,GSM736554
0.355	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs659580	27	GSM1024745,GSM1024747
0.180	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs659580	28	GSM736609,GSM736523
0.946	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs4663476,rs659580	29	GSM736571,GSM736521
-0.743	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig		30	GSM736599,GSM736591
0.367	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs659580	31	GSM736577,GSM736573
0.477	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs659580	32	GSM736611,GSM736624
2.294	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs4663476,rs659580,rs3913363	33	GSM736542,GSM736511
1.273	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs4663476,rs659580	34	GSM736507,GSM736627
0.291	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs659580	35	GSM1024763
