Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
1.759	0.996981853164927	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs2413450,rs470119	1	GSM816644
1.764	1.00183417315193	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs2279434,rs2413450,rs2858942,rs4916483	2	Lookup
1.630	0.914599801050692	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1800562,rs470119	3	Lookup
3.092	1.84998614763216	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1800562,rs470119,rs4916483,rs855791	4	Lookup
2.789	1.745043503581	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs1122794,rs11915082,rs2858942,rs470119,rs4916483	5	Lookup
0.784	0.494380308351425	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs2858942	6	GSM816664
2.791	1.63949367745765	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs2858942,rs3218097,rs470119	7	GSM736607
2.383	1.3648634766846	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs1800562	8	GSM736558,GSM736635
3.779	2.44425074453784	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs1122794,rs11915082,rs1408272,rs470119,rs4916483	9	GSM736525
2.725	1.64352069111162	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs2279434,rs470119	10	GSM736512,GSM736561
0.777	0.503400660535075	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs2858942	11	GSM816665,GSM736496,GSM736620
0.755	0.479817390705327	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs2279434,rs2858942	12	GSM816656
0.454	0.37245029866141	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs2858942,rs855791	13	GSM816657
1.714	0.960577734804951	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs2413450	14	GSM816653
0.119	0.262040215479257	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10758658,rs11915082,rs470119	15	GSM816658
1.143	0.675425272938369	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10758658,rs11085824,rs11915082,rs855791	16	GSM816659
0.786	0.49498722937867	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs1122794,rs11915082,rs855791	17	GSM816648
0.730	0.472367507287547	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs3218097	18	GSM736626,GSM736595
3.426	2.19703761986628	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs10758658,rs11085824,rs11915082,rs3218097,rs470119,rs4916483	19	GSM736501,GSM736492
3.183	2.13371527850812	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs2858942,rs3218097,rs470119,rs4916483,rs7203560	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
1.875	1.0571927520452	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs10758658,rs11085824,rs11915082,rs3218097	21	GSM736604,GSM736529
2.479	1.45698440863021	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs1800562,rs2858942,rs4916483	22	GSM736592,GSM1024760
3.338	1.98492123093625	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082,rs1408272,rs2858942,rs7085433	23	GSM736502,GSM1024792
0.460	0.361031109199171	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082	24	GSM736583,GSM736505
0.517	0.376061651382786	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11085824,rs11915082	25	GSM816638
