Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.831	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs9478751	1	GSM816644
-1.007	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6442522,rs717615	2	Lookup
-0.815	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs6442522	3	Lookup
-1.737	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig		4	Lookup
-0.232	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs13358864,rs6442522	5	Lookup
-1.535	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		6	GSM816664
0.273	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs742132,rs717615	7	GSM736607
0.233	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs6442522,rs12999373	8	GSM736558,GSM736635
-0.021	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs505802,rs6442522	9	GSM736525
-0.761	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs6442522	10	GSM736512,GSM736561
-1.256	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs6442522	11	GSM816665,GSM736496,GSM736620
-0.550	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs877282,rs17300741	12	GSM816656
0.112	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs16890979,rs6442522,rs17300741	13	GSM816657
-0.828	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs6442522	14	GSM816653
0.643	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs505802,rs12356193,rs717615,rs17300741	15	GSM816658
-0.948	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2231142	16	GSM816659
-0.722	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs8139900,rs17300741	17	GSM816648
-0.276	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs12999373,rs717615	18	GSM736626,GSM736595
-0.180	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs6442522,rs12999373	19	GSM736501,GSM736492
-1.362	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs6442522	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
-1.470	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig		21	GSM736604,GSM736529
-1.215	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs6442522	22	GSM736592,GSM1024760
-1.339	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig		23	GSM736502,GSM1024792
-0.502	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs6442522	24	GSM736583,GSM736505
-1.401	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		25	GSM816638
-0.848	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs6442522	26	GSM736509,GSM736554
-1.501	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig		27	GSM1024745,GSM1024747
-1.450	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig		28	GSM736609,GSM736523
-0.815	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs6442522	29	GSM736571,GSM736521
