Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
0.862	0.511377772225632	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs12940030	1	GSM816644
2.050	1.19140487747597	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs9938149	2	Lookup
2.810	1.64369113625698	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs7090871,rs752092,rs930847	3	Lookup
-0.193	0.149098623837839	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs11145951	4	Lookup
-0.262	0.135683257758326	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs11145951	5	Lookup
1.914	1.02432245356734	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs1536482,rs2721051	6	GSM816664
-0.959	4.34295000022386e-11	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig		7	GSM736607
0.405	0.307504432792899	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs11145951	8	GSM736558,GSM736635
1.014	0.561739623265592	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547	9	GSM736525
1.961	1.04271168551308	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs2721051	10	GSM736512,GSM736561
3.317	2.10179448398072	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2307121,rs2721051,rs7090871	11	GSM816665,GSM736496,GSM736620
1.661	0.91238929417872	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs96067	12	GSM816656
2.573	1.37415995382138	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs2721051,rs96067	13	GSM816657
1.026	0.579922493067684	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547	14	GSM816653
3.349	2.03885158606237	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs96067,rs9938149	15	GSM816658
1.780	0.950838557953472	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs2721051	16	GSM816659
0.348	0.317266788641579	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs1536482	17	GSM816648
0.714	0.449471641357662	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs930847	18	GSM736626,GSM736595
-0.258	0.136862931945815	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs11145951	19	GSM736501,GSM736492
1.374	0.780964225815096	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2721051	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
-0.067	0.178037517859311	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs2721051	21	GSM736604,GSM736529
2.199	1.22467142448178	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2721051	22	GSM736592,GSM1024760
0.289	0.27008522416192	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs12913547	23	GSM736502,GSM1024792
0.811	0.493317331350267	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2307121	24	GSM736583,GSM736505
-0.127	0.164271153887796	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs930847	25	GSM816638
0.403	0.344082405594599	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2307121	26	GSM736509,GSM736554
1.070	0.583646620266892	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2721051	27	GSM1024745,GSM1024747
1.829	0.984533462358774	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2721051,rs930847	28	GSM736609,GSM736523
1.286	0.721302454310465	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2721051,rs930847	29	GSM736571,GSM736521
2.524	1.30028768198307	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2307121,rs2721051	30	GSM736599,GSM736591
0.945	0.543712301374633	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2721051	31	GSM736577,GSM736573
2.218	1.1861049426509	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2721051,rs930847	32	GSM736611,GSM736624
1.615	0.897711101123067	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs2721051,rs930847	33	GSM736542,GSM736511
2.829	1.63856102053557	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs1324183,rs2307121,rs2721051	34	GSM736507,GSM736627
1.820	1.0162002678397	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs1536482,rs2721051	35	GSM1024763
0.749	0.473645797871421	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs930847	36	GSM736555,GSM736614
2.359	1.37666250817973	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2721051,rs930847	37	GSM816646,GSM736575,GSM736533
1.346	0.798609072750935	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs1536482,rs2721051,rs96067	38	Lookup
1.928	1.03715602443282	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs1538138,rs2721051	39	Lookup
-0.350	0.118186089098349	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547	40	GSM816668
2.501	1.466057534162	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs4954218,rs9938149	41	GSM816636
-0.183	0.152114871567626	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs1538138	42	GSM736522,GSM736570
1.099	0.531547240117295	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs12913547	43	GSM1008585
-0.526	0.0840301653925285	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs12913547	44	GSM736594,GSM736535
1.577	0.90574835313552	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2721051	45	GSM816669,GSM736634,GSM736552
-0.014	0.190941577758075	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs12913547	46	GSM736628,GSM736541
1.709	0.975831953397132	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2721051	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.537	0.831430706194041	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs1536482,rs2721051	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
1.536	0.834924471193905	T-47D	Breast	wgEncodeOpenChromDnaseT47dAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs1536482,rs2721051	49	GSM816673,GSM1008576,GSM1024762,GSM1024761
-0.240	0.138049649443418	HAc	Cerebellar	HAc-DS14765.twopass.merge150.wgt10.zgt2.wig	rs12913547	50	GSM736586,GSM736538
2.168	1.28688736591668	HeLa-S3	Cervix	Hela-all.twopass.merge150.wgt10.zgt2.wig	rs11145951,rs12913547,rs1536482,rs2307121,rs2721051	51	GSM816633,GSM816643,GSM736564,GSM736510
0.036	0.203370936368394	HeLa-S3	Cervix	wgEncodeOpenChromDnaseHelas3Ifna4hAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs12913547	52	GSM816633,GSM816643,GSM736564,GSM736510
1.088	0.510126247183908	Caco-2	Colon	CACO2-DS8235.twopass.merge150.wgt10.zgt2.wig	rs2721051	53	GSM736500,GSM736587
0.170	0.238112625884915	HCT-116	Colon	HCT116-DS13551.twopass.merge150.wgt10.zgt2.wig	rs12913547	54	GSM736600,GSM736493
0.684	0.441008253951182	HVMF	Connective	HVMF-DS13981.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs930847	55	GSM736534,GSM736491
0.905	0.518820091035267	WI-38	Embryonic lung	WI_38-DS14315.twopass.merge150.wgt10.zgt2.wig	rs12913547,rs6496932	56	GSM736613,GSM736526,GSM736613,GSM736526
0.218	0.282729052370184	WI-38	Embryonic lung	WI_38_TAM-DS14323.twopass.merge150.wgt10.zgt2.wig	rs6496932,rs7090871	57	GSM736613,GSM736526,GSM736613,GSM736526
