Zscore	Cell	Tissue	File	SNPs	Number	Accession
-0.915	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		1	GSM816644
-0.146	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7318731	2	Lookup
2.595	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs885389,rs4352210,rs1541010	3	Lookup
1.648	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10496166,rs1541010	4	Lookup
0.309	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs1541010	5	Lookup
1.664	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs885389,rs1541010	6	GSM816664
0.676	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs3743200	7	GSM736607
0.951	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs1541010	8	GSM736558,GSM736635
0.453	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs1541010	9	GSM736525
2.053	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs3743200,rs1541010	10	GSM736512,GSM736561
0.783	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs3743200,rs1541010	11	GSM816665,GSM736496,GSM736620
2.059	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs744016,rs885389,rs1541010	12	GSM816656
0.853	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs885389,rs1541010	13	GSM816657
0.333	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1541010	14	GSM816653
-0.249	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1541010	15	GSM816658
2.630	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3743200,rs885389,rs1541010	16	GSM816659
0.838	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs3743200,rs1541010	17	GSM816648
0.280	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs4352210	18	GSM736626,GSM736595
0.449	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs3743200	19	GSM736501,GSM736492
1.547	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs3743200,rs4352210,rs1541010	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
1.776	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs885389,rs4352210	21	GSM736604,GSM736529
-0.040	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs1541010	22	GSM736592,GSM1024760
-0.732	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig		23	GSM736502,GSM1024792
1.760	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs4352210,rs10514995	24	GSM736583,GSM736505
1.397	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs4352210,rs1541010	25	GSM816638
0.109	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs1541010	26	GSM736509,GSM736554
1.598	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs744016,rs10514995	27	GSM1024745,GSM1024747
1.441	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs10514995,rs1541010	28	GSM736609,GSM736523
