Zscore	Pvalue	Cell	Tissue	File	SNPs	Number	Accession
2.582	1.86222588971258	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs342275,rs3731211,rs385893,rs397969,rs423955,rs7149242,rs7342306,rs8006385,rs941207	1	GSM816644
0.627	0.481318970751405	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1034566,rs11082304,rs17356664,rs210134,rs3811444,rs385893,rs423955,rs5745568,rs6141,rs8006385,rs941207	2	Lookup
4.885	4.12213301193455	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs11789898,rs1719271,rs2336384,rs342275,rs3731211,rs3819299,rs385893,rs397969,rs423955,rs625132,rs7342306,rs7616006,rs7961894,rs941207	3	Lookup
4.533	3.68417087565893	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs11789898,rs13300663,rs1719271,rs2297067,rs3792366,rs3819299,rs385893,rs397969,rs423955,rs6141,rs625132,rs7961894,rs8006385,rs941207	4	Lookup
6.443	6.4467239538629	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs11789898,rs1354034,rs1668871,rs17030845,rs1719271,rs210134,rs342275,rs3819299,rs385893,rs423955,rs4938642,rs5745568,rs6993770,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	5	Lookup
1.248	0.797180599417236	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11628318,rs1260326,rs2297067,rs385893,rs423955,rs5745568,rs7961894,rs8006385,rs8109288	6	GSM816664
3.617	2.62768558129088	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs2070729,rs2336384,rs3184504,rs385893,rs4148441,rs423955,rs4938642,rs513349,rs7149242,rs941207	7	GSM736607
3.688	2.66121129859929	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs1719271,rs2297067,rs342275,rs385893,rs399604,rs423955,rs7961894,rs8006385,rs941207	8	GSM736558,GSM736635
4.007	3.14805154930117	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs13300663,rs1719271,rs2297067,rs3184504,rs385893,rs4148441,rs423955,rs513349,rs5745568,rs7961894,rs941207	9	GSM736525
4.424	3.67161407588945	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs13300663,rs1719271,rs2297067,rs3819299,rs385893,rs423955,rs513349,rs700585,rs739496,rs7961894,rs8006385,rs941207	10	GSM736512,GSM736561
5.764	5.639501255532	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs13300663,rs1719271,rs17356664,rs2070729,rs210134,rs2297067,rs3184504,rs3819299,rs385893,rs423955,rs4731120,rs513349,rs5745568,rs6141,rs7149242,rs7342306,rs7961894,rs8006385,rs8022206,rs941207	11	GSM816665,GSM736496,GSM736620
2.911	1.94255688482304	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11628318,rs11789898,rs1260326,rs13300663,rs2297067,rs3792366,rs385893,rs423955,rs6065,rs625132,rs7149242,rs7342306,rs739496,rs7961894,rs8006385,rs941207	12	GSM816656
2.850	1.85592153518182	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11628318,rs11789898,rs1260326,rs1668871,rs2297067,rs3809566,rs3811444,rs385893,rs4148441,rs423955,rs513349,rs6065,rs625132,rs7149242,rs7961894,rs8006385,rs941207	13	GSM816657
3.508	2.61933544674746	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1034566,rs11628318,rs1260326,rs13300663,rs2297067,rs3731211,rs385893,rs423955,rs6141,rs7149242,rs7961894,rs8006385,rs941207	14	GSM816653
2.301	1.54088709936728	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11082304,rs11628318,rs1260326,rs1719271,rs210134,rs2297067,rs385893,rs423955,rs4326844,rs6065,rs7149242,rs7961894,rs8006385,rs941207	15	GSM816658
1.179	0.742516764084714	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11628318,rs2297067,rs3809566,rs385893,rs5745568,rs6065,rs625132,rs7342306,rs8006385,rs941207	16	GSM816659
2.125	1.36409949632957	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs11082304,rs11628318,rs1260326,rs17356664,rs2297067,rs385893,rs423955,rs6065,rs625132,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	17	GSM816648
4.811	3.97293267340961	HL-60	Blood	HL60-DS11809.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs2070729,rs210134,rs2336384,rs3184504,rs342275,rs3731211,rs3819299,rs385893,rs423955,rs505404,rs513349,rs5745568,rs7961894,rs941207	18	GSM736626,GSM736595
1.484	0.945991020522505	Jurkat	Blood	Jurkat-DS12659.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs423955,rs4938642,rs5745568,rs6993770,rs8006385,rs941207	19	GSM736501,GSM736492
4.144	3.57890881027273	K562	Blood	K562-all.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs13300663,rs1668871,rs17356664,rs2297067,rs342275,rs385893,rs423955,rs4731120,rs4938642,rs5745568,rs6141,rs6993770,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	20	GSM816655,GSM1008602,GSM1008567,GSM1008601,GSM1008558,GSM1008580,GSM736629,GSM736566
2.376	1.61028005955962	NB4	Blood	NB4-DS12543.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs2336384,rs342275,rs385893,rs423955,rs5745568,rs7961894,rs8006385,rs941207	21	GSM736604,GSM736529
5.008	4.46478059009847	Th1	Blood	hTH1-all.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs1719271,rs17356664,rs210134,rs2297067,rs3184504,rs3819299,rs385893,rs423955,rs4731120,rs513349,rs5745568,rs6141,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	22	GSM736592,GSM1024760
0.510	0.424618892220164	Th2	Blood	hTH2-DS7842.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs342275,rs423955,rs4938642,rs941207	23	GSM736502,GSM1024792
2.427	1.60440584252172	AoAF	Blood vessel	AoAF-DS13523.twopass.merge150.wgt10.zgt2.wig	rs1034566,rs10761731,rs342275,rs3731211,rs3809566,rs5745568,rs6993770,rs7342306,rs941207	24	GSM736583,GSM736505
1.965	1.27718060259623	AoSMC	Blood vessel	wgEncodeOpenChromDnaseAosmcSerumfreeAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs342275,rs3792366,rs3809566,rs423955,rs5745568,rs7342306,rs941207	25	GSM816638
2.290	1.53024536378055	HBMEC	Blood vessel	HBMEC-DS13817.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs342275,rs3731211,rs3792366,rs385893,rs423955,rs6993770,rs7149242,rs941207	26	GSM736509,GSM736554
2.875	1.96321561673075	HMVEC-dAd	Blood vessel	HMVEC_dAd-DS12957.hg19.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs3184504,rs342275,rs3731211,rs3792366,rs385893,rs423955,rs7149242,rs7342306,rs8006385,rs941207	27	GSM1024745,GSM1024747
3.184	2.38028195408404	HMVEC-dBl-Ad	Blood vessel	HMVEC_dBlAd-DS13337.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs3184504,rs342275,rs3731211,rs385893,rs423955,rs6993770,rs7149242,rs7342306,rs739496	28	GSM736609,GSM736523
3.387	2.56140906674198	HMVEC-dBl-Neo	Blood vessel	HMVEC_dBlNeo-DS13242.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs3184504,rs342275,rs3731211,rs385893,rs423955,rs5745568,rs6993770,rs7149242,rs7342306,rs8006385,rs941207	29	GSM736571,GSM736521
2.847	2.03747955424782	HMVEC-dLy-Ad	Blood vessel	HMVEC_dLyAd-DS13261.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs1668871,rs3184504,rs342275,rs3731211,rs385893,rs7149242,rs7961894,rs941207	30	GSM736599,GSM736591
3.994	3.20430437111498	HMVEC-dLy-Neo	Blood vessel	HMVEC_dLyNeo-DS13150.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs3184504,rs342275,rs3731211,rs385893,rs397969,rs423955,rs513349,rs6993770,rs7149242,rs7342306,rs941207	31	GSM736577,GSM736573
3.113	2.27404369154997	HMVEC-dNeo	Blood vessel	HMVEC_dNeo-DS12937.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs342275,rs3731211,rs385893,rs423955,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	32	GSM736611,GSM736624
3.309	2.51541477345593	HMVEC-LBl	Blood vessel	HMVEC_LBl-DS13372.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs3184504,rs342275,rs3731211,rs385893,rs423955,rs5745568,rs6993770,rs7149242,rs7342306,rs941207	33	GSM736542,GSM736511
2.505	1.75953500053835	HMVEC-LLy	Blood vessel	HMVEC_LLy-DS13185.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs1719271,rs3184504,rs342275,rs3731211,rs385893,rs423955,rs7149242,rs8006385,rs941207	34	GSM736507,GSM736627
2.769	2.08945727576353	HPAEC	Blood vessel	HPAEC-DS12916.hg19.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs1719271,rs2070729,rs2336384,rs3184504,rs342275,rs3731211,rs385893,rs4148441,rs6993770,rs7149242,rs7342306	35	GSM1024763
3.193	2.21559696936898	HPAF	Blood vessel	HPAF-DS13411.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs17030845,rs2336384,rs342275,rs3731211,rs385893,rs423955,rs5745568,rs6993770,rs7149242,rs941207	36	GSM736555,GSM736614
3.724	3.09016503150058	HUVEC	Blood vessel	HUVEC-all.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs17356664,rs2297067,rs342275,rs3731211,rs385893,rs423955,rs4731120,rs5745568,rs6141,rs6993770,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	37	GSM816646,GSM736575,GSM736533
1.612	1.0265409277609	Osteobl	Bone	wgEncodeOpenChromDnaseOsteoblAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs1034566,rs1668871,rs17356664,rs2070729,rs2336384,rs3811444,rs385893,rs409801,rs423955,rs513349,rs5745568,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	38	Lookup
3.961	2.95806044824823	BE2_C	Brain	BE_2_C-DS14625.twopass.merge150.wgt10.zgt2.wig	rs1034566,rs10761731,rs3731211,rs3792366,rs3809566,rs385893,rs423955,rs5745568,rs6993770,rs7149242,rs7342306,rs8006385,rs941207	39	Lookup
2.237	1.4937072961395	Gliobla	Brain	wgEncodeOpenChromDnaseGlioblaAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs11789898,rs2297067,rs342275,rs397969,rs399604,rs423955,rs5745568,rs625132,rs7149242,rs7961894,rs941207	40	GSM816668
-0.020	0.25139474171943	Medullo	Brain	wgEncodeOpenChromDnaseMedulloAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs210134,rs3792366,rs3809566,rs385893,rs5745568,rs6141,rs625132,rs7149242,rs8006385,rs941207	41	GSM816636
2.725	1.81796600424248	SK-N-MC	Brain	SK_N_MC-DS14408.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs2336384,rs342275,rs3731211,rs423955,rs6993770,rs7961894,rs941207	42	GSM736522,GSM736570
-0.014	0.23094078059492	SK-N-SH	Brain	SKNSH-DS8482.twopass.merge150.wgt10.zgt2.wig	rs1034566,rs7149242,rs941207	43	GSM1008585
1.338	0.871212770405761	HA-h	Brain hippocampus	HAh-DS15192.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs342275,rs385893,rs423955,rs5745568,rs7149242,rs7342306,rs941207	44	GSM736594,GSM736535
4.127	3.42558012576641	HMEC	Breast	HMEC-all.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs17356664,rs2297067,rs342275,rs3809566,rs385893,rs423955,rs4731120,rs5745568,rs6141,rs625132,rs7149242,rs7342306,rs7961894,rs8006385,rs8109288,rs941207	45	GSM816669,GSM736634,GSM736552
2.525	1.72944291377907	HMF	Breast	HMF-DS13363.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs17030845,rs2336384,rs342275,rs385893,rs423955,rs5745568,rs7149242,rs941207	46	GSM736628,GSM736541
3.126	2.33241014918111	MCF-7	Breast	MCF7-all.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11082304,rs11628318,rs17356664,rs2297067,rs385893,rs397969,rs423955,rs4731120,rs5745568,rs6141,rs7149242,rs7342306,rs7961894,rs8006385,rs941207	47	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
0.930	0.628584458984765	MCF-7	Breast	wgEncodeOpenChromDnaseMcf7HypoxlacAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs10761731,rs11628318,rs17356664,rs423955,rs513349,rs7149242,rs7342306,rs8006385,rs941207	48	GSM816627,GSM1008581,GSM816670,GSM1008565,GSM1008603,GSM1024784,GSM1024783,GSM1024764,GSM1024767,GSM736581,GSM736588
