Zscore	Cell	Tissue	File	SNPs	Number	Accession
-1.240	HTR8svn	Blastula	wgEncodeOpenChromDnaseHtr8AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig		1	GSM816644
1.808	Adult_CD4+	Blood	Adult_Th0_AllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs11624776,rs2235544,rs17776563	2	Lookup
0.045	CD14+	Blood	CD14-DS18065.hg19.twopass.merge150.wgt10.zgt2.wig	rs11624776	3	Lookup
0.032	CD20+	Blood	CD20-DS17541.hg19.twopass.merge150.wgt10.zgt2.wig	rs7860634	4	Lookup
-1.101	CD34+	Blood	CD34-DS16814.hg19.twopass.merge150.wgt10.zgt2.wig		5	Lookup
0.860	CLL	Blood	wgEncodeOpenChromDnaseCllAlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs2235544,rs17723470	6	GSM816664
0.122	CMK	Blood	CMK-DS12393.twopass.merge150.wgt10.zgt2.wig	rs657152	7	GSM736607
-0.895	GM06990	Blood	GM06990-DS7748.twopass.merge150.wgt10.zgt2.wig		8	GSM736558,GSM736635
-0.996	GM12864	Blood	GM12864-DS12431.twopass.merge150.wgt10.zgt2.wig		9	GSM736525
-1.022	GM12865	Blood	GM12865-DS12436.twopass.merge150.wgt10.zgt2.wig		10	GSM736512,GSM736561
0.399	GM12878	Blood	GM12878-all.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs17776563	11	GSM816665,GSM736496,GSM736620
0.438	GM12891	Blood	wgEncodeOpenChromDnaseGm12891AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs17776563	12	GSM816656
2.223	GM12892	Blood	wgEncodeOpenChromDnaseGm12892AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs10799824,rs17776563,rs17723470	13	GSM816657
0.756	GM18507	Blood	wgEncodeOpenChromDnaseGm18507AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs11624776	14	GSM816653
0.369	GM19238	Blood	wgEncodeOpenChromDnaseGm19238AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs17776563	15	GSM816658
1.722	GM19239	Blood	wgEncodeOpenChromDnaseGm19239AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs2235544,rs17776563	16	GSM816659
0.153	GM19240	Blood	wgEncodeOpenChromDnaseGm19240AlnAllReps.30000000.twopass.merge150.wgt10.zgt2.wig	rs7860634,rs17776563	17	GSM816648
